Type, Date-Time, Latitude, Longitude
Theft, 2019-3-29 7:21:48, 37.555504114790274, 127.01067629454624
Theft, 2019-8-21 20:4:24, 37.55947712387394, 127.00705970646361
Theft, 2019-12-12 13:28:42, 37.55811750737144, 127.01587705971049
Theft, 2019-10-22 22:1:55, 37.564105602600755, 127.00363308092541
Theft, 2019-11-3 17:53:15, 37.556235520673155, 127.01326896670066
Theft, 2019-1-9 9:27:6, 37.56530396549453, 127.0041499059318
Theft, 2019-5-29 16:35:30, 37.566114771754194, 126.97557133187786
Theft, 2019-3-15 2:30:55, 37.56644021710441, 126.99550848696498
Theft, 2019-10-13 8:52:32, 37.56828355607453, 126.99378156931584
Theft, 2019-1-19 18:48:36, 37.55820302009188, 126.99099605195207
Theft, 2019-11-29 20:38:48, 37.55539721653412, 127.00017986993868
Theft, 2019-3-14 13:43:41, 37.5576156276568, 126.99757296996442
Theft, 2019-10-7 15:33:33, 37.56598827420427, 126.99842159541112
Theft, 2019-4-3 0:39:40, 37.55743277301695, 126.99635831724336
Theft, 2019-3-29 7:22:43, 37.56478475641698, 126.98593184139148
Theft, 2019-2-3 22:17:29, 37.55709016166126, 126.98119334992252
Theft, 2019-8-27 2:0:43, 37.56274703837778, 127.0137076097353
Theft, 2019-8-23 7:13:57, 37.567193509891354, 126.9967247182503
Theft, 2019-8-28 22:4:36, 37.561826045613444, 126.99039109302403
Theft, 2019-4-1 5:39:40, 37.55485934501617, 126.9952687294251
Theft, 2019-1-4 18:11:53, 37.56603921799042, 126.9995700364792
Theft, 2019-10-21 21:29:53, 37.56384532012953, 127.00196493240367
Theft, 2019-8-16 20:13:58, 37.556009467472144, 126.96848005980432
Theft, 2019-11-27 7:18:18, 37.56097643627828, 126.9944526733954
Theft, 2019-9-18 12:24:34, 37.556811776644665, 126.99894664345753
Theft, 2019-12-29 14:1:8, 37.56428247287471, 127.01605779237333
Theft, 2019-2-10 22:54:24, 37.5608083475032, 127.01544109436527
Theft, 2019-9-12 2:23:36, 37.56781633268086, 127.01128466317127
Theft, 2019-11-14 3:47:17, 37.56365827991507, 126.98540215158023
Theft, 2019-1-7 2:2:36, 37.55804799862063, 126.98673566934443
Theft, 2019-1-15 15:13:14, 37.56784525156662, 126.99398221579911
Theft, 2019-8-13 12:34:28, 37.56457864104998, 127.00412829119102
Theft, 2019-2-2 22:58:33, 37.555337421337654, 126.97837431818421
Theft, 2019-11-4 10:16:0, 37.55572002214678, 126.98342087316088
Theft, 2019-6-9 22:40:12, 37.55507688729468, 127.01161104904702
Theft, 2019-6-12 18:30:17, 37.56187394079671, 126.99606481155845
Theft, 2019-7-4 0:45:44, 37.559292415623034, 126.97934450683827
Theft, 2019-12-17 22:0:15, 37.56406116859141, 127.00145789431132
Theft, 2019-7-3 0:24:22, 37.55819985780542, 126.97945709358483
Theft, 2019-1-15 17:41:30, 37.56543938445169, 126.96872179027606
Theft, 2019-9-15 3:47:34, 37.56423018128568, 126.99863526699069
Theft, 2019-8-2 14:39:13, 37.566600160158686, 126.99186321221345
Theft, 2019-9-15 13:13:36, 37.56076272858859, 127.01293249342547
Theft, 2019-7-9 3:35:48, 37.559801616588125, 127.01397631405355
Theft, 2019-11-27 3:34:5, 37.567272260979784, 126.98072908031554
Theft, 2019-2-15 14:14:37, 37.56503494614156, 126.98469050165262
Theft, 2019-3-18 13:6:38, 37.55489152326468, 126.9737024714384
Theft, 2019-10-2 21:48:5, 37.55492808915367, 127.012986916544
Theft, 2019-4-2 12:55:12, 37.5607231055482, 126.99671587720812
Theft, 2019-11-18 8:4:23, 37.563021150115055, 126.97460646776405
Theft, 2019-7-2 0:38:16, 37.559711254506574, 126.97424705681577
Theft, 2019-8-9 10:19:7, 37.55999003884476, 127.0002546588705
Theft, 2019-6-14 9:10:36, 37.56615454839911, 126.97793771915373
Theft, 2019-5-11 16:28:58, 37.5578579654948, 126.98363603464172
Theft, 2019-12-5 11:17:3, 37.564668335212446, 126.97415529061425
Theft, 2019-1-2 20:17:1, 37.555010060434554, 127.01000975001887
Theft, 2019-7-3 22:21:0, 37.56860016980458, 126.99620809683202
Theft, 2019-3-27 15:45:35, 37.56757476869846, 126.97757480354424
Theft, 2019-2-26 2:26:56, 37.564844452260964, 127.01516608876909
Theft, 2019-8-17 1:4:17, 37.557754835608684, 127.00335642158448
Theft, 2019-3-21 18:36:6, 37.567853880080904, 126.96860831180908
Theft, 2019-6-3 19:5:33, 37.55979020840797, 126.99542221516755
Theft, 2019-8-13 13:45:23, 37.564603120857946, 126.98331948764996
Theft, 2019-7-16 11:15:44, 37.568429986046155, 127.00720602882491
Theft, 2019-9-5 9:59:28, 37.55507866427939, 127.01042115344633
Theft, 2019-5-30 10:52:46, 37.5646323291378, 126.989770571109
Theft, 2019-4-3 14:34:43, 37.56787382256399, 127.0066600607946
Theft, 2019-3-1 0:49:7, 37.56040369926147, 127.0005268618839
Theft, 2019-8-3 0:48:43, 37.567364894577686, 127.0027262096688
Theft, 2019-8-6 13:51:38, 37.5569968605511, 126.9875971474451
Theft, 2019-5-24 18:3:25, 37.557494684320545, 127.00364877983067
Theft, 2019-1-28 5:59:13, 37.561352605469864, 127.01524016805092
Theft, 2019-11-4 7:51:23, 37.56697217545173, 127.01654053204454
Theft, 2019-10-26 17:29:47, 37.558040175551604, 126.99235485695314
Theft, 2019-7-18 10:26:9, 37.55495205285474, 126.96924493457936
Theft, 2019-8-30 12:46:51, 37.56291209940039, 126.98674122295473
Theft, 2019-6-24 16:33:17, 37.56344544564943, 126.9957239060928
Theft, 2019-9-24 2:37:53, 37.563767972502106, 126.99436678322706
Theft, 2019-12-27 23:33:22, 37.564091645589535, 126.97252763376792
Theft, 2019-4-16 14:31:42, 37.55627795933048, 127.00629189322936
Theft, 2019-8-27 6:56:13, 37.55802249745243, 126.9958431570457
Theft, 2019-11-8 16:59:36, 37.56206944300048, 126.96853243866884
Theft, 2019-12-24 20:49:49, 37.56239532655618, 127.00024468326687
Theft, 2019-10-5 22:57:22, 37.557351762429384, 127.01233611217079
Theft, 2019-3-15 1:14:24, 37.56098365031699, 127.00368917959507
Theft, 2019-5-27 5:4:4, 37.564385551165806, 126.9926489330032
Theft, 2019-7-26 11:59:10, 37.56131484712365, 126.97483609560688
Theft, 2019-10-12 16:43:58, 37.55530229169879, 126.99713161076144
Theft, 2019-9-20 5:14:6, 37.56580310893731, 126.96792133105397
Theft, 2019-5-15 4:17:48, 37.559599526168626, 127.0118487485465
Theft, 2019-8-28 17:44:17, 37.55650210067725, 126.98332125152528
Theft, 2019-9-13 2:2:42, 37.56310438979898, 126.97534549405891
Theft, 2019-5-28 15:7:22, 37.55624302741344, 127.00492999020568
Theft, 2019-7-21 10:36:18, 37.55894616343625, 126.99410445436074
Theft, 2019-9-12 14:58:12, 37.56557130606925, 126.9921448378774
Theft, 2019-10-17 1:43:16, 37.56345652588977, 126.97212901757086
Theft, 2019-11-26 21:13:44, 37.55760650247517, 126.99913053400579
Theft, 2019-8-22 3:41:30, 37.56040936761361, 126.9937066712965
Theft, 2019-4-14 8:25:6, 37.56366496086729, 126.9865914926412
Theft, 2019-11-13 22:4:10, 37.55875212939013, 127.0009091262784
Theft, 2019-5-13 0:55:57, 37.556659843169875, 126.98784506387608
Theft, 2019-9-24 17:20:48, 37.5551670309895, 127.01758613939968
Theft, 2019-11-24 11:15:19, 37.56363435230461, 126.99471444601329
Theft, 2019-8-3 7:20:0, 37.56309344368443, 126.96849905618339
Theft, 2019-10-29 18:41:35, 37.562639571790555, 126.99665998940705
Theft, 2019-4-16 13:56:47, 37.56710743121123, 127.0145967282306
Theft, 2019-10-8 13:46:45, 37.56803646048886, 127.01706444449658
Theft, 2019-9-30 10:36:6, 37.56859740360028, 126.98527415203652
Theft, 2019-8-23 6:1:58, 37.56820511696115, 126.99964728507538
Theft, 2019-9-22 13:19:8, 37.56786868941907, 126.98532404344701
Theft, 2019-2-6 3:8:17, 37.568082980215905, 127.00879741946005
Theft, 2019-1-29 14:27:27, 37.561926571340166, 126.97822464651716
Theft, 2019-7-2 4:15:29, 37.56335550716978, 126.97246090344915
Theft, 2019-9-3 22:18:58, 37.565315022238764, 126.98676045894484
Theft, 2019-11-30 5:59:53, 37.55559417312356, 127.01753880128888
Theft, 2019-2-5 14:53:12, 37.566800966715704, 127.00442287380712
Theft, 2019-10-23 16:3:4, 37.56230619358709, 126.97976821514182
Theft, 2019-6-28 8:1:25, 37.56672220621281, 126.98496599715398
Theft, 2019-10-13 8:59:9, 37.56201403197712, 127.01663740731279
Theft, 2019-1-29 23:15:40, 37.56578814496373, 127.00388573797356
Theft, 2019-2-23 11:2:24, 37.558597607359104, 126.9719291811676
Theft, 2019-1-8 23:48:35, 37.567244997360014, 126.99479303116975
Theft, 2019-4-25 0:58:6, 37.565942840881334, 126.97484344339561
Theft, 2019-4-4 9:40:54, 37.555380647865896, 126.98330573576072
Theft, 2019-3-15 12:37:43, 37.56174385319174, 127.01085651558392
Theft, 2019-7-15 7:59:40, 37.56350042538109, 126.99091731769597
Theft, 2019-7-19 4:45:36, 37.56306822223666, 127.00901956453116
Theft, 2019-6-8 14:26:42, 37.561732206925356, 126.98004930810335
Theft, 2019-11-1 8:15:28, 37.5615145836675, 126.9890998528323
Theft, 2019-3-19 16:26:54, 37.567023424806315, 126.98831703301322
Theft, 2019-12-2 15:58:48, 37.55934673118363, 127.00535794323935
Theft, 2019-1-10 2:6:10, 37.56448666511141, 127.00458067674218
Theft, 2019-12-22 13:32:47, 37.56766372587207, 126.98722291707118
Theft, 2019-6-5 17:34:29, 37.55853541689391, 126.98250910437147
Theft, 2019-11-10 18:30:17, 37.56013053231346, 126.99004644593101
Theft, 2019-12-2 4:41:36, 37.5587714676601, 126.97813695539229
Theft, 2019-6-25 0:26:27, 37.560179142163676, 126.975285601592
Theft, 2019-3-13 9:1:48, 37.56794655224338, 126.98785398381821
Theft, 2019-12-2 18:55:7, 37.567473140177455, 126.98521811881987
Theft, 2019-9-11 12:26:21, 37.56592688225999, 127.00235074283324
Theft, 2019-12-28 7:46:32, 37.55962557683455, 127.0112979567566
Theft, 2019-10-20 6:40:5, 37.565951003111806, 126.99642385590518
Theft, 2019-9-30 8:35:6, 37.562370274039914, 126.98391840675397
Theft, 2019-4-27 3:20:11, 37.556749113563434, 126.99829480880432
Theft, 2019-3-24 0:18:30, 37.56741213250667, 126.9779400788154
Theft, 2019-1-23 8:31:27, 37.56178196711039, 127.0016783130221
Theft, 2019-2-5 2:40:31, 37.5677355614642, 126.99909301676192
Theft, 2019-3-27 21:10:5, 37.56851801093575, 127.00443487867322
Theft, 2019-10-21 0:35:22, 37.55887607898194, 126.9849754062889
Theft, 2019-8-1 15:42:41, 37.55743398723267, 127.00588536443094
Theft, 2019-7-26 2:40:29, 37.560840623935114, 126.98303242802828
Theft, 2019-2-2 9:13:23, 37.55897015520302, 126.986822650526
Theft, 2019-8-11 21:19:34, 37.56559306937245, 127.00515298998852
Theft, 2019-11-13 15:46:37, 37.55920164173518, 127.01524315746168
Theft, 2019-12-17 22:41:21, 37.567903694474914, 126.98676559214724
Theft, 2019-10-2 3:22:7, 37.55869905488835, 126.97606608375371
Theft, 2019-12-8 17:30:26, 37.559671184350364, 126.97491432953942
Theft, 2019-7-8 6:39:27, 37.561344576821504, 126.98026546589662
Theft, 2019-2-18 8:41:45, 37.55957125461968, 126.97491779699979
Theft, 2019-1-7 2:6:31, 37.566053984491724, 126.99617757531992
Theft, 2019-5-25 19:26:16, 37.560129116202376, 126.9792387624134
Theft, 2019-9-5 11:20:39, 37.56222897872809, 126.96811060375666
Theft, 2019-11-5 15:15:25, 37.559711443415914, 127.00355079878638
Theft, 2019-7-12 13:27:10, 37.554958410960914, 126.98494864846226
Theft, 2019-3-16 20:58:21, 37.5554391741763, 127.00162482255557
Theft, 2019-10-22 4:39:57, 37.55829611806077, 126.97345972518006
Theft, 2019-12-2 0:16:6, 37.56526487660896, 126.99074842949294
Theft, 2019-7-8 21:50:8, 37.56347190786984, 127.00829332744377
Theft, 2019-7-16 2:50:2, 37.56552181700383, 126.99017961964589
Theft, 2019-12-23 13:49:44, 37.56239365083066, 126.97307950339754
Theft, 2019-10-24 13:50:50, 37.566754867875424, 126.9921004742211
Theft, 2019-5-26 18:57:32, 37.564201796058136, 126.99915809553899
Theft, 2019-10-22 4:37:53, 37.55675607416678, 127.00236045748616
Theft, 2019-3-3 21:30:4, 37.56513202295709, 126.99239979664117
Theft, 2019-5-3 8:20:55, 37.566808519702896, 126.96914586191572
Theft, 2019-7-21 2:46:33, 37.55727185531545, 126.99892575254431
Theft, 2019-1-10 5:0:38, 37.56418820575466, 127.00034220229175
Theft, 2019-6-6 21:34:20, 37.56458621239637, 126.97459249254239
Theft, 2019-11-5 3:36:2, 37.56011611250558, 126.98465353928248
Theft, 2019-11-30 20:58:22, 37.56066317376271, 126.9825910019865
Theft, 2019-10-10 22:29:5, 37.56551866775592, 126.97282580187432
Theft, 2019-8-3 21:11:52, 37.56343083454384, 126.96900557408817
Theft, 2019-12-20 16:21:28, 37.560188512885276, 127.01660319765969
Theft, 2019-3-28 6:50:13, 37.55924074040096, 126.98121265346556
Theft, 2019-2-13 15:43:57, 37.554874918061905, 127.01545294832047
Theft, 2019-9-16 0:13:48, 37.56672281686733, 126.98893394310616
Theft, 2019-4-15 20:24:29, 37.56863770253738, 126.99858104670734
Theft, 2019-2-9 12:52:10, 37.56485380829169, 126.99553497835102
Theft, 2019-12-11 14:47:34, 37.5675426660382, 126.99847243087598
Theft, 2019-7-23 11:54:26, 37.556000674144016, 127.00291972655909
Theft, 2019-5-17 15:6:24, 37.562502312129574, 126.97445895851938
Theft, 2019-1-25 9:27:25, 37.55683724864642, 126.96963368299137
Theft, 2019-11-13 2:12:59, 37.556850571362105, 126.97118156177474
Theft, 2019-11-6 16:59:36, 37.56646290122576, 126.97109169059522
Theft, 2019-12-25 18:32:4, 37.56542644724896, 127.00616126470437
Theft, 2019-12-15 14:51:38, 37.56682445691165, 127.00187885762233
Theft, 2019-6-16 13:13:6, 37.56080704445412, 126.98188102439741
Theft, 2019-10-26 18:4:43, 37.56104209843641, 127.0023882669919
Theft, 2019-9-7 2:18:38, 37.56666894473895, 126.97180594612861
Theft, 2019-2-5 4:54:34, 37.555013770600375, 126.97020174194894
Theft, 2019-11-7 17:23:48, 37.562661083504416, 127.00487922559896
Theft, 2019-5-8 8:35:5, 37.56512159605461, 126.98455070711273
Theft, 2019-3-21 15:54:4, 37.563141827321935, 126.99263121108976
Theft, 2019-11-23 19:17:16, 37.56073578595974, 127.01486451177054
Theft, 2019-4-21 9:8:34, 37.554904174818326, 126.98406708001782
Theft, 2019-1-25 7:5:0, 37.5603904383136, 127.01535625677045
Theft, 2019-5-29 17:53:51, 37.5673197550324, 126.96827241017583
Theft, 2019-4-3 21:30:25, 37.56161826190424, 126.98268008681552
Theft, 2019-9-29 4:30:29, 37.56576034302931, 126.98275388677492
Theft, 2019-5-26 16:41:56, 37.56704124917907, 127.00082410741389
Theft, 2019-3-3 0:32:48, 37.561289204137005, 127.00737333485138
Theft, 2019-2-25 16:33:44, 37.56237061088561, 126.98117126183591
Theft, 2019-9-8 21:27:26, 37.55551285754761, 126.99459171494752
Theft, 2019-11-30 3:46:13, 37.56695201782823, 127.00257104607348
Theft, 2019-7-23 10:18:17, 37.56041566239645, 127.0150379054418
Theft, 2019-9-11 16:8:2, 37.55498719949212, 126.9921455519686
Theft, 2019-6-28 11:36:8, 37.56260786832699, 126.97930678760781
Theft, 2019-2-22 13:15:1, 37.56784385820067, 126.99491450639297
Theft, 2019-2-6 11:46:6, 37.563597437123896, 126.99743155938619
Theft, 2019-8-10 14:52:4, 37.55628766592038, 126.99843215793356
Theft, 2019-5-4 15:24:39, 37.5664899028325, 126.99969812342607
Theft, 2019-9-9 12:5:21, 37.5598034893994, 127.0066929136504
Theft, 2019-11-28 16:20:26, 37.566460840211, 127.00639945995376
Theft, 2019-7-6 8:9:3, 37.56758634348882, 126.985755325783
Theft, 2019-1-5 14:27:48, 37.557803317912764, 126.99041732896112
Theft, 2019-8-19 23:32:13, 37.5670170083341, 126.99294851360031
Theft, 2019-3-14 0:44:44, 37.55656686755417, 126.99064716349733
Theft, 2019-3-24 21:52:5, 37.561613541865604, 126.99392502329253
Theft, 2019-8-28 16:8:43, 37.56388168815802, 127.00085479011108
Theft, 2019-8-3 15:40:32, 37.56259318353756, 127.00023558411893
Theft, 2019-4-4 23:7:18, 37.554832032827456, 127.00412327889329
Theft, 2019-1-1 13:48:42, 37.5647172702013, 126.99535083631643
Theft, 2019-7-18 13:33:22, 37.55809482630065, 126.98560426425801
Theft, 2019-11-8 4:14:48, 37.554712611544986, 127.0082367139135
Theft, 2019-7-4 14:47:48, 37.56066328413793, 126.99203761160125
Theft, 2019-8-23 9:8:34, 37.56032554656661, 126.96982753612156
Theft, 2019-5-4 18:25:23, 37.563377848077664, 126.98144005178821
Theft, 2019-12-16 14:58:2, 37.55579993782325, 127.00248756050378
Theft, 2019-12-4 12:22:41, 37.56877956664517, 126.96785719405023
Theft, 2019-12-5 3:28:30, 37.566363564911654, 127.01065626666562
Theft, 2019-1-27 22:59:21, 37.55866333983754, 126.97527370449714
Theft, 2019-8-26 1:56:57, 37.56181877162577, 127.0175226966086
Theft, 2019-6-18 12:40:47, 37.5639247007459, 127.00499505749183
Theft, 2019-8-1 19:11:16, 37.561296113311926, 127.01167233250413
Theft, 2019-2-6 18:21:53, 37.565407224773494, 126.98169719936352
Theft, 2019-6-5 15:39:37, 37.56546298702217, 127.00756908614194
Theft, 2019-2-28 13:40:24, 37.5600547475248, 126.99191794478558
Theft, 2019-3-23 4:4:11, 37.55986937725515, 126.99540165986768
Theft, 2019-10-19 21:56:1, 37.55693582149026, 126.99907493452325
Theft, 2019-5-27 2:43:1, 37.564604281960854, 126.97365445635444
Theft, 2019-4-9 5:11:12, 37.56868975250211, 126.98361343381038
Theft, 2019-9-12 16:18:21, 37.55548413403437, 126.99793370814416
Theft, 2019-11-29 10:6:34, 37.56684244686335, 127.00568107300454
Theft, 2019-6-13 22:26:36, 37.56191634098965, 126.99707185468527
Theft, 2019-10-4 6:14:34, 37.557956461411834, 126.97143114538295
Theft, 2019-10-24 3:39:24, 37.566892977108964, 126.99726045312664
Theft, 2019-3-5 12:33:2, 37.56277490339656, 126.98549049713453
Theft, 2019-10-27 3:44:20, 37.55524489753401, 127.01557497869315
Theft, 2019-1-28 15:5:18, 37.56262014702681, 126.97064949725991
Theft, 2019-3-25 14:3:42, 37.56358708757466, 126.97023647309356
Theft, 2019-6-21 19:58:55, 37.564501892459525, 126.96866454518512
Theft, 2019-11-3 4:25:27, 37.55546257128101, 126.99272203363122
Theft, 2019-12-20 4:36:43, 37.564427868635015, 127.00359276044914
Theft, 2019-2-30 0:18:48, 37.557576714085705, 127.01035571519591
Theft, 2019-10-19 6:25:52, 37.56560202890375, 127.00263136213518
Theft, 2019-10-18 16:54:56, 37.56535543982883, 127.01370415161111
Theft, 2019-7-3 7:33:51, 37.56325203434303, 126.9839924952382
Theft, 2019-5-3 21:14:57, 37.566149033855716, 126.99876469040255
Theft, 2019-9-7 20:18:28, 37.56368868644052, 126.99351514856913
Theft, 2019-5-2 9:31:5, 37.55534156073532, 126.99903105989416
Theft, 2019-2-3 20:27:1, 37.55654576673654, 126.98057302145527
Theft, 2019-8-27 3:33:6, 37.56775758632875, 126.97359096839968
Theft, 2019-1-22 20:25:27, 37.55473588489807, 127.01603856965009
Theft, 2019-7-21 23:42:8, 37.563971659018016, 126.99605453834228
Theft, 2019-8-2 17:2:48, 37.560070486677915, 126.96866586274068
Theft, 2019-11-18 10:24:44, 37.56445838565555, 127.00282263627889
Theft, 2019-2-6 3:39:0, 37.55495046071712, 127.00364382624832
Theft, 2019-3-2 21:4:41, 37.5654777054302, 127.0058888796525
Theft, 2019-5-21 5:19:2, 37.56698425501014, 126.99585791812405
Theft, 2019-1-8 20:32:47, 37.56838307817565, 126.97487739799575
Theft, 2019-12-3 8:44:9, 37.558542505551706, 126.98577725440056
Theft, 2019-5-23 22:48:29, 37.56462406993271, 126.96961164944788
Theft, 2019-11-11 4:48:58, 37.56134535097645, 126.99894046696583
Theft, 2019-6-8 20:32:49, 37.55486204313927, 127.01701443002756
Theft, 2019-3-7 0:42:58, 37.56706060216092, 126.97103678496299
Theft, 2019-4-10 23:13:15, 37.56118300413425, 126.9850200525017
Theft, 2019-1-24 11:2:8, 37.556351599808536, 126.98139116939629
Theft, 2019-5-23 2:24:47, 37.568344849930284, 126.97764460608667
Theft, 2019-5-1 15:41:28, 37.56583669094619, 126.96827545617678
Theft, 2019-7-10 20:24:33, 37.55830458270037, 126.99145419316277
Theft, 2019-9-22 1:3:2, 37.55637264605911, 126.97248425055922
Theft, 2019-7-25 22:52:53, 37.56795275349043, 127.0110494156298
Theft, 2019-8-30 12:4:8, 37.56410342341797, 126.99002055025582
Theft, 2019-12-5 13:18:30, 37.5661129780823, 126.98448636216594
Theft, 2019-2-13 18:25:0, 37.56345219203548, 127.01193280104214
Theft, 2019-6-23 2:44:20, 37.56300264690785, 126.9851048691308
Theft, 2019-5-28 23:41:31, 37.55947309224369, 127.00389398808593
Theft, 2019-4-6 9:35:27, 37.55747079637759, 126.99234226678513
Theft, 2019-8-27 15:56:21, 37.55648761746145, 127.01456619640832
Theft, 2019-7-14 16:42:26, 37.562139155973924, 126.97855391716062
Theft, 2019-7-1 13:54:0, 37.56864698673441, 126.99250293626804
Theft, 2019-6-29 0:7:3, 37.56506262673547, 127.00337338405986
Theft, 2019-6-19 21:42:19, 37.56076513109237, 127.00545462299866
Theft, 2019-2-21 17:56:42, 37.56418637019237, 127.01698058934213
Theft, 2019-4-9 17:56:22, 37.56069290714305, 127.01380805483399
Theft, 2019-2-17 0:20:21, 37.560248203193936, 126.9883025275888
Theft, 2019-7-10 2:45:54, 37.55831243247143, 126.99981962758687
Theft, 2019-5-28 15:39:21, 37.559765945013226, 126.97611278723369
Theft, 2019-1-19 0:49:6, 37.560038654712024, 126.97542714428326
Theft, 2019-4-1 10:26:18, 37.55655079922602, 126.98537364248865
Theft, 2019-9-29 0:28:55, 37.55577678335738, 126.98909797496816
Theft, 2019-1-26 18:32:13, 37.56610926644524, 126.96889984454597
Theft, 2019-12-1 3:41:10, 37.568557765048446, 127.00944005871098
Theft, 2019-3-10 4:12:18, 37.56468309065679, 127.00813138202875
Theft, 2019-5-21 15:51:51, 37.56745396852063, 126.98099052117679
Theft, 2019-9-3 17:17:23, 37.556648342036866, 127.00741523583365
Theft, 2019-7-24 20:27:45, 37.55766886541656, 126.9854476400332
Theft, 2019-10-24 4:9:40, 37.55772135901649, 126.97444327488027
Theft, 2019-11-27 8:23:2, 37.55753468442283, 126.9889168578415
Theft, 2019-7-1 18:39:18, 37.565564428564315, 127.00273975167069
Theft, 2019-10-5 11:36:50, 37.56190940860309, 127.01460380087377
Theft, 2019-3-13 11:29:0, 37.55680269399484, 126.99602277620707
Theft, 2019-8-9 5:40:30, 37.56638683734325, 127.0014698775068
Theft, 2019-5-4 4:45:10, 37.55630633107543, 126.9770570541679
Theft, 2019-2-4 7:46:33, 37.56314812513813, 126.97966851850373
Theft, 2019-6-5 21:34:6, 37.557907999911826, 126.97795388095368
Theft, 2019-6-23 15:13:29, 37.55712314431917, 126.99998983056858
Theft, 2019-2-1 9:56:31, 37.558396633670306, 126.98574731956045
Theft, 2019-8-20 18:42:28, 37.556695512622206, 127.01552701725733
Theft, 2019-7-28 13:53:18, 37.56170885566031, 126.98092664913634
Theft, 2019-4-11 16:35:23, 37.56345766056839, 127.0012845334599
Theft, 2019-11-5 5:50:11, 37.560545336789986, 127.00230363172379
Theft, 2019-10-13 1:53:52, 37.55573755426915, 126.99152135405228
Theft, 2019-12-10 6:30:42, 37.5593454334811, 126.97959626427841
Theft, 2019-3-9 5:30:57, 37.560577846373235, 127.00911815729141
Theft, 2019-6-22 2:34:46, 37.56070521902515, 126.99812898353105
Theft, 2019-2-12 5:11:58, 37.556868401148634, 127.0136297041984
Theft, 2019-10-8 12:41:54, 37.56164252128916, 126.98538647225591
Theft, 2019-6-12 14:25:12, 37.555867767867326, 126.98399628612115
Theft, 2019-12-26 19:5:44, 37.56667622728683, 126.99488801073377
Theft, 2019-12-14 6:49:48, 37.55651327821987, 126.99739404381752
Theft, 2019-10-6 16:2:26, 37.563484410490815, 126.99920522339939
Theft, 2019-6-15 13:24:34, 37.56376330266742, 126.97986588479904
Theft, 2019-1-20 16:2:27, 37.56635113977024, 126.9847987518813
Theft, 2019-6-22 9:2:52, 37.5629418314709, 126.9755028136958
Theft, 2019-2-20 21:47:46, 37.564572996541216, 126.98755093131805
Theft, 2019-12-25 7:31:58, 37.56691786605652, 126.97445150587816
Theft, 2019-2-28 6:40:26, 37.56646349693643, 127.01085677185381
Theft, 2019-2-16 15:6:28, 37.56691768841626, 126.9821536911625
Theft, 2019-9-14 21:31:46, 37.566283676094464, 126.96965860972354
Theft, 2019-8-20 7:22:0, 37.566911786333435, 127.0149133690342
Theft, 2019-7-28 15:11:56, 37.55487149150733, 126.98565123831882
Theft, 2019-6-7 20:52:39, 37.55920254515152, 127.00376919079227
Theft, 2019-1-19 5:23:5, 37.56201687366839, 127.00418825466792
