38,Midnight,113
39,Morning,104
39,Afternoon,126
39,Evening,111
39,Midnight,124
40,Morning,115
40,Afternoon,112
40,Evening,121
40,Midnight,113
41,Morning,111
41,Afternoon,109
41,Evening,116
41,Midnight,130
42,Morning,126
42,Afternoon,112
42,Evening,127
42,Midnight,113
43,Morning,115
43,Afternoon,124
43,Evening,114
43,Midnight,120
44,Morning,128
44,Afternoon,124
44,Evening,124
44,Midnight,116
45,Morning,125
45,Afternoon,116
45,Evening,129
45,Midnight,108
46,Morning,117
46,Afternoon,117
46,Evening,130
46,Midnight,103
47,Morning,108
47,Afternoon,113
47,Evening,105
47,Midnight,107
48,Morning,124
48,Afternoon,112
48,Evening,105
48,Midnight,130
49,Morning,104
49,Afternoon,119
49,Evening,103
49,Midnight,111
50,Morning,108
50,Afternoon,104
50,Evening,100
50,Midnight,108
51,Morning,105
51,Afternoon,102
51,Evening,106
51,Midnight,123
52,Morning,107
52,Afternoon,118
52,Evening,107
52,Midnight,122
53,Morning,119
53,Afternoon,105
53,Evening,116
53,Midnight,124
54,Morning,106
54,Afternoon,119
54,Evening,113
54,Midnight,105
55,Morning,103
55,Afternoon,103
55,Evening,111
55,Midnight,106
56,Morning,101
56,Afternoon,118
56,Evening,112
56,Midnight,114
57,Morning,114
57,Afternoon,123
57,Evening,114
57,Midnight,107
58,Morning,122
58,Afternoon,109
58,Evening,119
58,Midnight,121
59,Morning,130
59,Afternoon,125
59,Evening,115
59,Midnight,126
60,Morning,119
60,Afternoon,122
60,Evening,120
60,Midnight,105
61,Morning,123
61,Afternoon,100
61,Evening,110
61,Midnight,116
62,Morning,111
62,Afternoon,115
62,Evening,104
62,Midnight,105
63,Morning,123
63,Afternoon,106
63,Evening,121
63,Midnight,129
64,Morning,116
64,Afternoon,125
64,Evening,126
64,Midnight,129
65,Morning,107
65,Afternoon,103
65,Evening,127
65,Midnight,130
66,Morning,126
66,Afternoon,108
66,Evening,121
66,Midnight,130
67,Morning,110
67,Afternoon,108
67,Evening,103
67,Midnight,113
68,Morning,106
68,Afternoon,127
68,Evening,109
68,Midnight,108
69,Morning,111
69,Afternoon,102
69,Evening,105
69,Midnight,105
70,Morning,107
70,Afternoon,122
70,Evening,116
70,Midnight,101
71,Morning,123
71,Afternoon,110
71,Evening,110
71,Midnight,124
72,Morning,117
72,Afternoon,112
72,Evening,116
72,Midnight,106
73,Morning,108
73,Afternoon,122
73,Evening,124
73,Midnight,104
74,Morning,121
74,Afternoon,123
74,Evening,116
74,Midnight,106
75,Morning,100
75,Afternoon,129
75,Evening,117
75,Midnight,101
76,Morning,122
76,Afternoon,107
76,Evening,123
76,Midnight,126
77,Morning,118
77,Afternoon,119
77,Evening,130
77,Midnight,122
78,Morning,110
78,Afternoon,112
78,Evening,108
78,Midnight,113
79,Morning,129
79,Afternoon,110
79,Evening,110
79,Midnight,127
80,Morning,107
80,Afternoon,129
80,Evening,122
80,Midnight,124
81,Morning,112
81,Afternoon,112
81,Evening,116
81,Midnight,114
82,Morning,117
82,Afternoon,126
82,Evening,115
82,Midnight,121
83,Morning,127
83,Afternoon,128
83,Evening,121
83,Midnight,109
84,Morning,117
84,Afternoon,120
84,Evening,112
84,Midnight,129
85,Morning,109
85,Afternoon,128
85,Evening,112
85,Midnight,117
86,Morning,100
86,Afternoon,124
86,Evening,130
86,Midnight,122
87,Morning,112
87,Afternoon,117
87,Evening,118
87,Midnight,122
88,Morning,128
88,Afternoon,102
88,Evening,125
88,Midnight,126
89,Morning,116
89,Afternoon,106
89,Evening,115
89,Midnight,106
90,Morning,107
90,Afternoon,103
90,Evening,127
90,Midnight,120
91,Morning,116
91,Afternoon,114
91,Evening,125
91,Midnight,126
92,Morning,110
92,Afternoon,127
92,Evening,106
92,Midnight,120
93,Morning,100
93,Afternoon,125
93,Evening,112
93,Midnight,118
94,Morning,117
94,Afternoon,122
94,Evening,113
94,Midnight,101
95,Morning,113
95,Afternoon,101
95,Evening,129
95,Midnight,101
96,Morning,130
96,Afternoon,105
96,Evening,122
96,Midnight,123
97,Morning,103
97,Afternoon,109
97,Evening,107
97,Midnight,115
98,Morning,129
98,Afternoon,105
98,Evening,119
98,Midnight,114
99,Morning,112
99,Afternoon,106
99,Evening,117
99,Midnight,130
100,Morning,109
100,Afternoon,106
100,Evening,125
100,Midnight,111
101,Morning,123
101,Afternoon,121
101,Evening,113
101,Midnight,101
102,Morning,127
102,Afternoon,108
102,Evening,106
102,Midnight,106
103,Morning,129
103,Afternoon,127
103,Evening,101
103,Midnight,119
104,Morning,119
104,Afternoon,129
104,Evening,107
104,Midnight,128
105,Morning,104
105,Afternoon,100
105,Evening,127
105,Midnight,116
106,Morning,127
106,Afternoon,120
106,Evening,125
106,Midnight,130
107,Morning,105
107,Afternoon,103
107,Evening,114
107,Midnight,120
108,Morning,127
108,Afternoon,117
108,Evening,107
108,Midnight,103
109,Morning,116
109,Afternoon,104
109,Evening,127
109,Midnight,117
110,Morning,126
110,Afternoon,125
110,Evening,129
110,Midnight,103
111,Morning,125
111,Afternoon,124
111,Evening,116
111,Midnight,127
112,Morning,116
112,Afternoon,105
112,Evening,104
112,Midnight,121
113,Morning,127
113,Afternoon,109
113,Evening,112
113,Midnight,113
114,Morning,109
114,Afternoon,117
114,Evening,120
114,Midnight,119
115,Morning,120
115,Afternoon,106
115,Evening,107
115,Midnight,123
116,Morning,108
116,Afternoon,103
116,Evening,120
116,Midnight,124
117,Morning,103
117,Afternoon,112
117,Evening,119
117,Midnight,119
118,Morning,124
118,Afternoon,127
118,Evening,126
118,Midnight,112
119,Morning,106
119,Afternoon,126
119,Evening,122
119,Midnight,104
120,Morning,102
120,Afternoon,115
120,Evening,125
120,Midnight,126
121,Morning,114
121,Afternoon,103
121,Evening,104
121,Midnight,124
122,Morning,119
122,Afternoon,111
122,Evening,121
122,Midnight,103
123,Morning,105
123,Afternoon,111
123,Evening,118
123,Midnight,102
124,Morning,116
124,Afternoon,122
124,Evening,111
124,Midnight,122
125,Morning,115
125,Afternoon,102
125,Evening,118
125,Midnight,109
126,Morning,103
126,Afternoon,111
126,Evening,122
126,Midnight,110
127,Morning,121
127,Afternoon,109
127,Evening,105
127,Midnight,101
128,Morning,113
128,Afternoon,124
128,Evening,125
128,Midnight,107
129,Morning,130
129,Afternoon,118
129,Evening,106
129,Midnight,116
130,Morning,121
130,Afternoon,123
130,Evening,105
130,Midnight,115
131,Morning,108
131,Afternoon,123
131,Evening,105
131,Midnight,116
132,Morning,108
132,Afternoon,126
132,Evening,101
132,Midnight,124
133,Morning,124
133,Afternoon,102
133,Evening,117
133,Midnight,108
134,Morning,107
134,Afternoon,107
134,Evening,123
134,Midnight,105
135,Morning,127
135,Afternoon,105
135,Evening,126
135,Midnight,118
136,Morning,100
136,Afternoon,122
136,Evening,105
136,Midnight,106
137,Morning,100
137,Afternoon,114
137,Evening,128
137,Midnight,107
138,Morning,104
138,Afternoon,100
138,Evening,121
138,Midnight,129
139,Morning,116
139,Afternoon,118
139,Evening,124
139,Midnight,111
140,Morning,129
140,Afternoon,107
140,Evening,128
140,Midnight,113
141,Morning,104
141,Afternoon,102
141,Evening,120
141,Midnight,129
142,Morning,128
142,Afternoon,125
142,Evening,122
142,Midnight,112
143,Morning,126
143,Afternoon,117
143,Evening,113
143,Midnight,100
144,Morning,103
144,Afternoon,110
144,Evening,117
144,Midnight,128
145,Morning,102
145,Afternoon,116
145,Evening,109
145,Midnight,118
146,Morning,115
146,Afternoon,107
146,Evening,110
146,Midnight,100
147,Morning,116
147,Afternoon,105
147,Evening,112
147,Midnight,109
148,Morning,114
148,Afternoon,106
148,Evening,110
148,Midnight,101
149,Morning,108
149,Afternoon,108
149,Evening,113
149,Midnight,101
150,Morning,126
150,Afternoon,100
150,Evening,113
150,Midnight,119
151,Morning,127
151,Afternoon,106
151,Evening,113
151,Midnight,110
152,Morning,100
152,Afternoon,130
152,Evening,103
152,Midnight,102
153,Morning,127
153,Afternoon,115
153,Evening,113
153,Midnight,126
154,Morning,127
154,Afternoon,123
154,Evening,107
154,Midnight,103
155,Morning,102
155,Afternoon,126
155,Evening,125
155,Midnight,101
156,Morning,100
156,Afternoon,109
156,Evening,125
156,Midnight,121
157,Morning,109
157,Afternoon,105
157,Evening,128
157,Midnight,111
158,Morning,126
158,Afternoon,121
158,Evening,100
158,Midnight,128
159,Morning,107
159,Afternoon,114
159,Evening,109
159,Midnight,128
160,Morning,102
160,Afternoon,106
160,Evening,125
160,Midnight,100
161,Morning,110
161,Afternoon,120
161,Evening,119
161,Midnight,128
162,Morning,115
162,Afternoon,112
162,Evening,108
162,Midnight,104
163,Morning,111
163,Afternoon,130
163,Evening,102
163,Midnight,110
164,Morning,108
164,Afternoon,111
164,Evening,124
164,Midnight,120
165,Morning,116
165,Afternoon,115
165,Evening,128
165,Midnight,126
166,Morning,123
166,Afternoon,129
166,Evening,122
166,Midnight,111
167,Morning,109
167,Afternoon,111
167,Evening,113
167,Midnight,128
168,Morning,112
168,Afternoon,104
168,Evening,120
168,Midnight,110
169,Morning,105
169,Afternoon,121
169,Evening,127
169,Midnight,109
170,Morning,130
170,Afternoon,108
170,Evening,121
170,Midnight,114
171,Morning,115
171,Afternoon,130
171,Evening,105
171,Midnight,103
172,Morning,112
172,Afternoon,122
172,Evening,115
172,Midnight,114
173,Morning,106
173,Afternoon,124
173,Evening,105
173,Midnight,125
174,Morning,116
174,Afternoon,129
174,Evening,121
174,Midnight,126
175,Morning,109
175,Afternoon,129
175,Evening,110
175,Midnight,125
176,Morning,107
176,Afternoon,112
176,Evening,120
176,Midnight,118
177,Morning,116
177,Afternoon,123
177,Evening,114
177,Midnight,117
178,Morning,122
178,Afternoon,124
178,Evening,118
178,Midnight,123
179,Morning,100
179,Afternoon,122
179,Evening,110
179,Midnight,102
180,Morning,128
180,Afternoon,115
180,Evening,107
180,Midnight,117
181,Morning,130
181,Afternoon,130
181,Evening,114
181,Midnight,102
182,Morning,125
182,Afternoon,108
182,Evening,120
182,Midnight,108
183,Morning,119
183,Afternoon,128
183,Evening,129
183,Midnight,111
184,Morning,119
184,Afternoon,102
184,Evening,123
184,Midnight,120
185,Morning,102
185,Afternoon,130
185,Evening,106
185,Midnight,103
186,Morning,115
186,Afternoon,114
186,Evening,123
186,Midnight,105
187,Morning,117
187,Afternoon,112
187,Evening,107
187,Midnight,118
188,Morning,124
188,Afternoon,122
188,Evening,103
188,Midnight,113
189,Morning,112
189,Afternoon,105
189,Evening,129
189,Midnight,109
190,Morning,114
190,Afternoon,123
190,Evening,102
190,Midnight,123
191,Morning,105
191,Afternoon,126
191,Evening,102
191,Midnight,111
192,Morning,128
192,Afternoon,129
192,Evening,119
192,Midnight,110
193,Morning,118
193,Afternoon,108
193,Evening,103
193,Midnight,107
194,Morning,107
194,Afternoon,106
194,Evening,118
194,Midnight,120
195,Morning,110
195,Afternoon,127
195,Evening,110
195,Midnight,104
196,Morning,118
196,Afternoon,129
196,Evening,104
196,Midnight,111
197,Morning,117
197,Afternoon,125
197,Evening,130
197,Midnight,125
198,Morning,127
198,Afternoon,130
198,Evening,109
198,Midnight,114
199,Morning,119
199,Afternoon,100
199,Evening,124
199,Midnight,121
200,Morning,128
200,Afternoon,100
200,Evening,125
200,Midnight,124
201,Morning,106
201,Afternoon,101
201,Evening,103
201,Midnight,109
202,Morning,112
202,Afternoon,125
202,Evening,107
202,Midnight,111
203,Morning,130
203,Afternoon,108
203,Evening,112
203,Midnight,129
204,Morning,115
204,Afternoon,115
204,Evening,115
204,Midnight,125
205,Morning,116
205,Afternoon,130
205,Evening,125
205,Midnight,120
206,Morning,109
206,Afternoon,120
206,Evening,119
206,Midnight,111
207,Morning,117
207,Afternoon,129
207,Evening,108
207,Midnight,118
208,Morning,130
208,Afternoon,115
208,Evening,129
208,Midnight,100
209,Morning,105
209,Afternoon,100
209,Evening,106
209,Midnight,116
210,Morning,114
210,Afternoon,101
210,Evening,117
210,Midnight,126
211,Morning,107
211,Afternoon,120
211,Evening,103
211,Midnight,101
212,Morning,113
212,Afternoon,121
212,Evening,114
212,Midnight,107
213,Morning,124
213,Afternoon,120
213,Evening,110
213,Midnight,103
214,Morning,121
214,Afternoon,112
214,Evening,126
214,Midnight,104
215,Morning,108
215,Afternoon,126
215,Evening,127
215,Midnight,114
216,Morning,111
216,Afternoon,126
216,Evening,107
216,Midnight,112
217,Morning,129
217,Afternoon,128
217,Evening,120
217,Midnight,124
218,Morning,101
218,Afternoon,109
218,Evening,113
218,Midnight,111
219,Morning,102
219,Afternoon,111
219,Evening,120
219,Midnight,130
220,Morning,107
220,Afternoon,110
220,Evening,114
220,Midnight,120
221,Morning,120
221,Afternoon,120
221,Evening,100
221,Midnight,129
222,Morning,105
222,Afternoon,129
222,Evening,112
222,Midnight,112
223,Morning,116
223,Afternoon,116
223,Evening,112
223,Midnight,121
224,Morning,101
224,Afternoon,118
224,Evening,111
224,Midnight,118
225,Morning,102
225,Afternoon,126
225,Evening,114
225,Midnight,120
226,Morning,107
226,Afternoon,109
226,Evening,114
226,Midnight,103
227,Morning,106
227,Afternoon,110
227,Evening,115
227,Midnight,122
228,Morning,122
228,Afternoon,101
228,Evening,108
228,Midnight,121
229,Morning,120
229,Afternoon,105
229,Evening,115
229,Midnight,121
230,Morning,124
230,Afternoon,126
230,Evening,114
230,Midnight,128
231,Morning,105
231,Afternoon,128
231,Evening,123
231,Midnight,129
232,Morning,110
232,Afternoon,103
232,Evening,128
232,Midnight,117
233,Morning,120
233,Afternoon,120
233,Evening,110
233,Midnight,119
234,Morning,109
234,Afternoon,125
234,Evening,117
234,Midnight,125
235,Morning,120
235,Afternoon,120
235,Evening,103
235,Midnight,119
236,Morning,130
236,Afternoon,101
236,Evening,104
236,Midnight,124
237,Morning,113
237,Afternoon,113
237,Evening,118
237,Midnight,122
238,Morning,103
238,Afternoon,105
238,Evening,100
238,Midnight,112
239,Morning,130
239,Afternoon,102
239,Evening,103
239,Midnight,128
240,Morning,130
240,Afternoon,112
240,Evening,114
240,Midnight,109
241,Morning,122
241,Afternoon,102
241,Evening,104
241,Midnight,122
242,Morning,102
242,Afternoon,101
242,Evening,101
242,Midnight,112
243,Morning,117
243,Afternoon,122
243,Evening,100
243,Midnight,116
244,Morning,130
244,Afternoon,116
244,Evening,129
244,Midnight,126
245,Morning,113
245,Afternoon,124
245,Evening,106
245,Midnight,106
246,Morning,105
246,Afternoon,112
246,Evening,125
246,Midnight,124
247,Morning,118
247,Afternoon,115
247,Evening,114
247,Midnight,110
248,Morning,112
248,Afternoon,111
248,Evening,121
248,Midnight,116
249,Morning,108
249,Afternoon,125
249,Evening,113
249,Midnight,102
250,Morning,112
250,Afternoon,124
250,Evening,111
250,Midnight,117
251,Morning,117
251,Afternoon,114
251,Evening,117
251,Midnight,119
252,Morning,129
252,Afternoon,102
252,Evening,120
252,Midnight,122
253,Morning,119
253,Afternoon,114
253,Evening,104
253,Midnight,109
254,Morning,117
254,Afternoon,103
254,Evening,128
254,Midnight,126
255,Morning,105
255,Afternoon,130
255,Evening,104
255,Midnight,116
256,Morning,129
256,Afternoon,118
256,Evening,120
256,Midnight,106
257,Morning,101
257,Afternoon,120
257,Evening,116
257,Midnight,100
258,Morning,108
258,Afternoon,113
258,Evening,110
258,Midnight,108
259,Morning,112
259,Afternoon,113
259,Evening,109
259,Midnight,114
260,Morning,115
260,Afternoon,104
260,Evening,127
260,Midnight,110
261,Morning,122
261,Afternoon,102
261,Evening,109
261,Midnight,122
262,Morning,125
262,Afternoon,126
262,Evening,124
262,Midnight,116
263,Morning,128
263,Afternoon,118
263,Evening,109
263,Midnight,111
264,Morning,105
264,Afternoon,125
264,Evening,121
264,Midnight,104
265,Morning,118
265,Afternoon,114
265,Evening,126
265,Midnight,110
266,Morning,100
266,Afternoon,118
266,Evening,129
266,Midnight,113
267,Morning,130
267,Afternoon,102
267,Evening,129
267,Midnight,103
268,Morning,116
268,Afternoon,103
268,Evening,130
268,Midnight,107
269,Morning,105
269,Afternoon,114
269,Evening,104
269,Midnight,127
270,Morning,120
270,Afternoon,130
270,Evening,104
270,Midnight,115
271,Morning,104
271,Afternoon,105
271,Evening,102
271,Midnight,102
272,Morning,100
272,Afternoon,116
272,Evening,120
272,Midnight,124
273,Morning,122
273,Afternoon,115
273,Evening,120
273,Midnight,118
274,Morning,103
274,Afternoon,120
274,Evening,102
274,Midnight,130
275,Morning,129
275,Afternoon,118
275,Evening,106
275,Midnight,108
276,Morning,108
276,Afternoon,123
276,Evening,110
276,Midnight,101
277,Morning,117
277,Afternoon,104
277,Evening,111
277,Midnight,108
278,Morning,120
278,Afternoon,104
278,Evening,105
278,Midnight,113
279,Morning,111
279,Afternoon,102
279,Evening,127
279,Midnight,101
280,Morning,105
280,Afternoon,107
280,Evening,106
280,Midnight,117
281,Morning,104
281,Afternoon,116
281,Evening,121
281,Midnight,100
282,Morning,121
282,Afternoon,100
282,Evening,120
282,Midnight,122
283,Morning,117
283,Afternoon,110
283,Evening,129
283,Midnight,125
284,Morning,127
284,Afternoon,124
284,Evening,122
284,Midnight,105
285,Morning,121
285,Afternoon,129
285,Evening,118
285,Midnight,127
286,Morning,127
286,Afternoon,111
286,Evening,119
286,Midnight,118
287,Morning,102
287,Afternoon,126
287,Evening,105
287,Midnight,105
288,Morning,130
288,Afternoon,115
288,Evening,117
288,Midnight,110
289,Morning,128
289,Afternoon,106
289,Evening,117
289,Midnight,122
290,Morning,116
290,Afternoon,118
290,Evening,110
290,Midnight,117
291,Morning,130
291,Afternoon,117
291,Evening,130
291,Midnight,112
292,Morning,110
292,Afternoon,112
292,Evening,128
292,Midnight,103
293,Morning,107
293,Afternoon,105
293,Evening,123
293,Midnight,113
294,Morning,119
294,Afternoon,100
294,Evening,120
294,Midnight,127
295,Morning,122
295,Afternoon,127
295,Evening,108
295,Midnight,114
296,Morning,104
296,Afternoon,107
296,Evening,106
296,Midnight,122
297,Morning,125
297,Afternoon,105
297,Evening,105
297,Midnight,103
298,Morning,128
298,Afternoon,118
298,Evening,122
298,Midnight,112
299,Morning,124
299,Afternoon,105
299,Evening,104
299,Midnight,115
300,Morning,129
300,Afternoon,118
300,Evening,102
300,Midnight,108
301,Morning,106
301,Afternoon,126
301,Evening,102
301,Midnight,130
302,Morning,114
302,Afternoon,126
302,Evening,127
302,Midnight,123
303,Morning,113
303,Afternoon,103
303,Evening,102
303,Midnight,122
304,Morning,110
304,Afternoon,123
304,Evening,107
304,Midnight,127
305,Morning,106
305,Afternoon,111
305,Evening,127
305,Midnight,117
306,Morning,112
306,Afternoon,102
306,Evening,100
306,Midnight,121
307,Morning,128
307,Afternoon,117
307,Evening,107
307,Midnight,126
308,Morning,121
308,Afternoon,101
308,Evening,124
308,Midnight,121
309,Morning,125
309,Afternoon,113
309,Evening,125
309,Midnight,106
310,Morning,129
310,Afternoon,114
310,Evening,104
310,Midnight,114
311,Morning,107
311,Afternoon,118
311,Evening,121
311,Midnight,120
312,Morning,105
312,Afternoon,115
312,Evening,128
312,Midnight,122
313,Morning,100
313,Afternoon,100
313,Evening,124
313,Midnight,104
314,Morning,109
314,Afternoon,115
314,Evening,120
314,Midnight,112
315,Morning,123
315,Afternoon,100
315,Evening,103
315,Midnight,100
316,Morning,123
316,Afternoon,124
316,Evening,118
316,Midnight,128
317,Morning,110
317,Afternoon,130
317,Evening,122
317,Midnight,113
318,Morning,102
318,Afternoon,125
318,Evening,113
318,Midnight,111
319,Morning,130
319,Afternoon,121
319,Evening,126
319,Midnight,128
320,Morning,115
320,Afternoon,124
320,Evening,104
320,Midnight,109
321,Morning,127
321,Afternoon,124
321,Evening,108
321,Midnight,114
322,Morning,123
322,Afternoon,110
322,Evening,114
322,Midnight,102
323,Morning,126
323,Afternoon,122
323,Evening,115
323,Midnight,113
324,Morning,119
324,Afternoon,114
324,Evening,105
324,Midnight,129
325,Morning,101
325,Afternoon,121
325,Evening,108
325,Midnight,101
326,Morning,104
326,Afternoon,121
326,Evening,118
326,Midnight,108
327,Morning,111
327,Afternoon,115
327,Evening,114
327,Midnight,111
328,Morning,126
328,Afternoon,103
328,Evening,127
328,Midnight,112
329,Morning,123
329,Afternoon,126
329,Evening,126
329,Midnight,121
330,Morning,128
330,Afternoon,119
330,Evening,113
330,Midnight,107
331,Morning,100
331,Afternoon,107
331,Evening,101
331,Midnight,111
332,Morning,100
332,Afternoon,103
332,Evening,123
332,Midnight,125
333,Morning,119
333,Afternoon,126
333,Evening,112
333,Midnight,120
334,Morning,102
334,Afternoon,124
334,Evening,102
334,Midnight,124
335,Morning,104
335,Afternoon,105
335,Evening,128
335,Midnight,106
336,Morning,117
336,Afternoon,120
336,Evening,118
336,Midnight,127
337,Morning,113
337,Afternoon,118
337,Evening,109
337,Midnight,122
338,Morning,109
338,Afternoon,103
338,Evening,112
338,Midnight,119
339,Morning,127
339,Afternoon,129
339,Evening,119
339,Midnight,124
340,Morning,106
340,Afternoon,114
340,Evening,114
340,Midnight,129
341,Morning,111
341,Afternoon,127
341,Evening,111
341,Midnight,114
342,Morning,110
342,Afternoon,120
342,Evening,109
342,Midnight,129
343,Morning,129
343,Afternoon,102
343,Evening,119
343,Midnight,115
344,Morning,113
344,Afternoon,108
344,Evening,125
344,Midnight,122
345,Morning,110
345,Afternoon,127
345,Evening,106
345,Midnight,101
346,Morning,120
346,Afternoon,110
346,Evening,110
346,Midnight,108
347,Morning,107
347,Afternoon,104
347,Evening,128
347,Midnight,116
348,Morning,103
348,Afternoon,106
348,Evening,117
348,Midnight,107
349,Morning,104
349,Afternoon,108
349,Evening,103
349,Midnight,120
350,Morning,119
350,Afternoon,130
350,Evening,115
350,Midnight,106
351,Morning,100
351,Afternoon,117
351,Evening,103
351,Midnight,122
352,Morning,106
352,Afternoon,119
352,Evening,106
352,Midnight,127
353,Morning,110
353,Afternoon,103
353,Evening,105
353,Midnight,112
354,Morning,115
354,Afternoon,127
354,Evening,101
354,Midnight,111
355,Morning,117
355,Afternoon,102
355,Evening,125
355,Midnight,116
356,Morning,109
356,Afternoon,109
356,Evening,103
356,Midnight,120
357,Morning,105
357,Afternoon,129
357,Evening,112
357,Midnight,120
358,Morning,106
358,Afternoon,127
358,Evening,109
358,Midnight,116
359,Morning,121
359,Afternoon,121
359,Evening,118
359,Midnight,109
360,Morning,116
360,Afternoon,123
360,Evening,103
360,Midnight,110
361,Morning,114
361,Afternoon,110
361,Evening,121
361,Midnight,111
362,Morning,112
362,Afternoon,117
362,Evening,123
362,Midnight,118
363,Morning,103
363,Afternoon,100
363,Evening,102
363,Midnight,128
364,Morning,122
364,Afternoon,120
364,Evening,126
364,Midnight,127
365,Morning,129
365,Afternoon,104
365,Evening,103
365,Midnight,117
366,Morning,117
366,Afternoon,108
366,Evening,109
366,Midnight,115
367,Morning,114
367,Afternoon,117
367,Evening,109
367,Midnight,130
368,Morning,130
368,Afternoon,108
368,Evening,100
368,Midnight,126
369,Morning,114
369,Afternoon,106
369,Evening,125
369,Midnight,117
370,Morning,119
370,Afternoon,120
370,Evening,108
370,Midnight,129
371,Morning,119
371,Afternoon,128
371,Evening,108
371,Midnight,113
372,Morning,129
372,Afternoon,124
372,Evening,127
372,Midnight,117
373,Morning,108
373,Afternoon,125
373,Evening,113
373,Midnight,122
374,Morning,115
374,Afternoon,119
374,Evening,127
374,Midnight,125
375,Morning,127
375,Afternoon,115
375,Evening,113
375,Midnight,111
376,Morning,126
376,Afternoon,108
376,Evening,129
376,Midnight,127
377,Morning,114
377,Afternoon,120
377,Evening,129
377,Midnight,114
378,Morning,118
378,Afternoon,112
378,Evening,125
378,Midnight,126
379,Morning,102
379,Afternoon,109
379,Evening,121
379,Midnight,108
380,Morning,108
380,Afternoon,113
380,Evening,116
380,Midnight,120
381,Morning,128
381,Afternoon,103
381,Evening,129
381,Midnight,118
382,Morning,113
382,Afternoon,110
382,Evening,109
382,Midnight,124
383,Morning,108
383,Afternoon,129
383,Evening,127
383,Midnight,122
384,Morning,130
384,Afternoon,114
384,Evening,114
384,Midnight,103
385,Morning,116
385,Afternoon,120
385,Evening,116
385,Midnight,126
386,Morning,116
386,Afternoon,101
386,Evening,125
386,Midnight,122
387,Morning,124
387,Afternoon,114
387,Evening,106
387,Midnight,106
388,Morning,120
388,Afternoon,121
388,Evening,113
388,Midnight,125
389,Morning,104
389,Afternoon,111
389,Evening,121
389,Midnight,113
390,Morning,110
390,Afternoon,101
390,Evening,125
390,Midnight,111
391,Morning,108
391,Afternoon,106
391,Evening,102
391,Midnight,104
392,Morning,125
392,Afternoon,128
392,Evening,108
392,Midnight,125
393,Morning,125
393,Afternoon,129
393,Evening,106
393,Midnight,123
394,Morning,119
394,Afternoon,115
394,Evening,116
394,Midnight,127
395,Morning,128
395,Afternoon,123
395,Evening,123
395,Midnight,125
396,Morning,104
396,Afternoon,121
396,Evening,100
396,Midnight,124
397,Morning,128
397,Afternoon,104
397,Evening,120
397,Midnight,114
398,Morning,121
398,Afternoon,110
398,Evening,107
398,Midnight,122
399,Morning,130
399,Afternoon,111
399,Evening,114
399,Midnight,112
