877,320
878,260
879,360
880,250
881,240
882,260
883,430
884,360
885,350
886,220
887,370
888,360
889,280
890,280
891,330
892,260
893,290
894,280
895,250
896,240
897,310
898,280
899,290
900,210
901,210
902,330
903,230
904,320
905,220
906,160
907,210
908,270
909,290
910,350
911,280
912,350
913,230
914,100
915,290
916,290
917,310
918,200
919,230
920,330
921,270
922,230
923,290
924,350
925,180
926,120
927,250
928,240
929,170
930,240
931,310
932,320
933,330
934,290
935,260
936,340
937,290
938,230
939,230
940,380
941,230
942,280
943,220
944,300
945,260
946,270
947,280
948,260
949,180
950,180
951,290
952,330
953,260
954,230
955,280
956,370
957,330
958,260
959,270
960,320
961,210
962,200
963,340
964,230
965,340
966,350
967,460
968,320
969,220
970,310
971,200
972,230
973,260
974,240
975,290
976,380
977,310
978,240
979,260
980,200
981,210
982,260
983,260
984,350
985,330
986,310
987,340
988,300
989,250
990,400
991,260
992,330
993,270
994,260
995,230
996,230
997,250
998,110
999,200
1000,170
1001,200
1002,190
1003,180
1004,410
1005,300
1006,300
1007,260
1008,350
1009,370
1010,330
1011,240
1012,230
1013,150
1014,250
1015,200
1016,260
1017,210
1018,130
1019,270
1020,170
1021,240
1022,280
1023,380
1024,260
1025,270
1026,360
1027,370
1028,370
1029,260
1030,230
1031,240
1032,220
1033,160
1034,220
1035,170
1036,240
1037,160
1038,90
1039,360
1040,300
1041,230
1042,280
1043,260
1044,300
1045,270
1046,270
1047,220
1048,230
1049,220
1050,150
1051,200
1052,220
1053,190
1054,230
1055,120
1056,480
1057,280
1058,230
1059,430
1060,350
1061,330
1062,320
1063,380
1064,280
1065,190
1066,220
1067,160
1068,180
1069,180
1070,150
1071,140
1072,250
1073,320
1074,320
1075,270
1076,350
1077,250
1078,330
1079,410
1080,270
1081,210
1082,220
1083,190
1084,220
1085,260
1086,180
1087,200
1088,180
1089,230
1090,280
1091,280
1092,360
1093,310
1094,260
1095,330
1096,260
1097,350
1098,290
1099,260
1100,270
1101,310
1102,310
1103,330
1104,450
1105,240
1106,280
