Type,Date-Time,Latitude,Longitude,Grid
폭행,2016-8-7 15:37:16,37.56806417,126.982884,288
폭행,2016-9-18 2:24:5,37.55989705,126.9657413,35
절도,2016-10-3 19:28:4,37.56927622,127.0107693,840
폭행,2016-1-5 18:9:24,37.56238294,127.0038413,684
폭행,2016-8-14 21:36:20,37.56373403,127.0037229,682
절도,2016-10-27 18:26:17,37.56376945,126.9762329,180
폭행,2016-12-27 12:23:29,37.55858204,127.0080044,795
절도,2016-8-10 15:32:0,37.56091967,126.9760076,183
절도,2016-9-6 18:11:36,37.57160878,127.0242229,1082
절도,2016-5-29 15:35:19,37.56553429,127.0176859,983
절도,2016-10-19 15:1:8,37.56139814,126.9932214,472
절도,2016-5-27 12:55:23,37.55063148,126.9910166,441
강간,2016-7-23 3:41:18,37.56403669,127.0164316,964
폭행,2016-5-10 21:18:48,37.56267936,126.9837321,312
절도,2016-4-19 13:53:22,37.55637806,127.0097324,826
폭행,2016-5-11 13:15:47,37.57015842,127.021994,1050
폭행,2016-2-19 3:59:35,37.56118655,127.0120121,874
폭행,2016-10-29 12:54:7,37.56009709,126.9900637,410
폭행,2016-9-1 10:55:12,37.55902555,126.9619816,0
폭행,2016-7-6 22:40:51,37.56864071,126.987238,361
폭행,2016-10-30 21:42:19,37.55460841,126.9883849,396
절도,2016-5-16 7:30:7,37.55987562,126.9847025,316
절도,2016-2-8 9:29:54,37.56466569,127.0139219,919
폭행,2016-10-14 12:56:35,37.55671506,126.9905405,414
절도,2016-8-10 17:29:29,37.55617544,127.0138293,929
절도,2016-9-17 1:30:52,37.55017376,126.9929518,484
폭행,2016-7-22 21:15:58,37.56168552,127.0241999,1093
폭행,2016-10-5 21:11:27,37.56108563,126.9824969,277
폭행,2016-3-8 3:32:0,37.56859072,126.9699068,70
폭행,2016-3-27 2:32:40,37.54668512,126.9953607,536
절도,2016-5-31 16:50:31,37.56888879,126.9834701,287
강간,2016-10-26 23:12:54,37.56167722,127.0184767,1008
절도,2016-1-15 19:42:18,37.56783336,127.0174937,981
강간,2016-3-30 13:48:21,37.5509004,126.9997691,628
절도,2016-8-14 7:38:39,37.5577196,127.0099227,853
절도,2016-9-4 21:55:1,37.55205625,127.0008385,649
폭행,2016-10-17 1:5:26,37.55945969,127.0156428,969
절도,2016-7-13 1:47:0,37.55548133,126.9701348,100
폭행,2016-3-11 15:59:43,37.56937112,127.0175514,979
절도,2016-12-20 15:40:32,37.56663257,126.9859885,326
폭행,2016-8-21 21:31:16,37.5565661,127.0200915,1031
절도,2016-9-12 22:30:51,37.5510997,126.990236,420
폭행,2016-7-5 2:29:14,37.55358387,127.0100862,858
폭행,2016-4-15 8:31:19,37.55553266,126.9751478,170
절도,2016-1-24 7:0:22,37.55373492,127.0085299,800
폭행,2016-8-13 20:39:22,37.56847487,127.0108895,841
폭행,2016-12-20 19:29:9,37.56271671,127.0027115,660
절도,2016-2-26 12:33:56,37.55840657,126.9952824,523
절도,2016-12-15 7:6:23,37.5527855,127.0000782,625
절도,2016-12-27 18:49:29,37.56770677,126.9861874,343
절도,2016-6-26 16:31:23,37.55707805,126.9819534,282
강간,2016-10-27 6:58:36,37.55582192,127.0140832,929
폭행,2016-7-23 22:54:11,37.55736608,127.0038739,689
폭행,2016-10-7 17:15:51,37.55372041,127.0098706,829
폭행,2016-9-23 16:5:4,37.55781707,127.0196465,1030
폭행,2016-9-12 14:9:12,37.56577848,127.0209444,1038
절도,2016-3-4 12:17:51,37.56246353,127.012016,873
절도,2016-2-15 7:10:58,37.56333838,126.9992155,591
폭행,2016-5-2 14:5:16,37.56911548,126.9755952,155
폭행,2016-11-7 4:49:53,37.56883997,126.9804266,250
폭행,2016-5-31 7:49:29,37.57012237,127.0228057,1067
폭행,2016-4-19 0:40:44,37.56483994,127.0000862,612
절도,2016-7-27 16:52:7,37.55600323,127.0078561,798
절도,2016-1-4 22:49:25,37.56025011,126.9863941,351
절도,2016-3-17 0:46:40,37.55822857,127.0112249,877
절도,2016-9-11 2:59:1,37.55864635,127.0204684,1046
폭행,2016-11-4 18:37:8,37.56945736,127.0114096,865
폭행,2016-11-16 3:31:20,37.56153323,127.023494,1077
절도,2016-7-5 3:54:50,37.55563668,126.9712289,116
절도,2016-1-16 21:13:38,37.55792646,126.9782932,224
폭행,2016-9-9 12:3:5,37.5604109,127.0083137,793
폭행,2016-12-7 6:21:12,37.56459366,127.0013622,635
폭행,2016-7-26 8:40:13,37.55199985,127.0132409,909
폭행,2016-4-25 13:58:6,37.56743025,126.9860572,343
폭행,2016-1-17 3:6:38,37.54938525,127.0041553,698
절도,2016-6-25 4:19:55,37.54682061,127.0094398,837
폭행,2016-11-25 20:6:1,37.55611855,127.0082092,798
폭행,2016-10-21 12:38:54,37.56052671,127.0026077,663
절도,2016-7-31 6:28:53,37.55366253,126.9740206,153
절도,2016-11-7 19:53:31,37.55405523,127.011943,882
폭행,2016-8-19 3:34:15,37.56564574,126.9784476,215
폭행,2016-6-23 5:16:5,37.56418645,126.9890739,386
폭행,2016-8-5 24:40:34,37.5692669,127.0092201,812
절도,2016-4-3 14:8:7,37.55869572,126.9963191,548
폭행,2016-3-29 19:50:23,37.56591262,127.0103868,844
폭행,2016-7-10 5:51:11,37.54740381,126.9939804,510
폭행,2016-1-2 24:8:15,37.56196705,126.9974741,568
폭행,2016-11-29 14:3:0,37.550825,127.0123662,911
폭행,2016-5-2 21:19:8,37.56907941,127.0047575,699
절도,2016-9-18 15:43:9,37.56511921,126.9925832,446
절도,2016-11-20 6:41:28,37.56608267,127.0152901,941
절도,2016-6-23 13:18:18,37.55817828,127.0068537,766
폭행,2016-1-30 5:50:50,37.56442421,126.9929824,468
폭행,2016-4-6 12:27:34,37.55438445,126.9654943,32
절도,2016-5-12 17:58:32,37.56030318,126.9749821,165
절도,2016-2-28 21:33:3,37.56461593,126.989623,405
폭행,2016-1-16 21:23:19,37.56003801,127.016947,989
폭행,2016-9-15 13:7:14,37.55715094,126.9778144,207
폭행,2016-9-5 24:0:10,37.55716621,127.0138761,928
강간,2016-1-4 0:17:33,37.5560244,127.0100862,855
절도,2016-12-22 15:59:42,37.54857375,127.0055301,748
절도,2016-5-7 21:57:39,37.55849763,127.0123044,902
폭행,2016-12-22 3:20:38,37.54802524,126.9940245,510
절도,2016-3-28 15:23:56,37.55634521,126.9892267,394
절도,2016-11-21 8:38:5,37.56292021,126.9701032,92
폭행,2016-7-12 15:28:0,37.56635935,126.976573,177
절도,2016-1-8 15:44:2,37.55994805,126.9913543,430
폭행,2016-8-22 15:31:3,37.56932408,127.0087942,812
절도,2016-12-12 22:30:26,37.5669827,127.0078075,786
폭행,2016-9-1 13:13:25,37.56784286,126.991201,422
폭행,2016-10-11 17:55:7,37.56427861,127.0027711,659
절도,2016-8-10 4:16:0,37.54625027,127.0084461,809
폭행,2016-9-18 9:53:20,37.55143603,127.0120693,885
폭행,2016-1-8 14:42:59,37.55062741,127.000239,628
폭행,2016-6-17 16:24:23,37.5477114,127.0056077,749
폭행,2016-5-12 22:44:45,37.56148195,126.9668391,46
절도,2016-10-8 16:2:48,37.56146777,126.9664704,34
폭행,2016-8-18 22:33:48,37.55621539,126.9677539,52
폭행,2016-11-14 16:10:25,37.56593393,126.9682619,57
폭행,2016-2-21 17:59:51,37.56760132,127.0028802,655
강도,2016-4-20 2:56:33,37.56269586,126.9769427,200
절도,2016-12-2 21:16:4,37.55549603,126.9685344,68
폭행,2016-2-27 24:14:31,37.55773485,126.9756453,168
절도,2016-2-8 6:17:31,37.54924812,126.992114,463
절도,2016-2-14 1:3:44,37.56450272,126.9988151,589
절도,2016-4-23 2:2:4,37.56764639,126.9957306,513
폭행,2016-7-10 12:28:57,37.55944781,126.9644338,26
절도,2016-2-6 1:32:13,37.56108249,127.0009615,639
폭행,2016-9-30 18:11:41,37.55520355,126.9619887,3
폭행,2016-3-3 22:44:27,37.55938355,127.0097846,823
폭행,2016-5-19 24:31:34,37.56367808,126.9946588,492
강간,2016-6-23 1:22:43,37.55022368,127.0035382,697
폭행,2016-4-3 10:48:15,37.56722554,126.9758098,176
폭행,2016-3-12 18:5:15,37.56496288,127.010539,845
폭행,2016-7-16 9:44:7,37.56512752,126.966657,45
절도,2016-3-30 9:46:40,37.55103851,127.0029258,673
폭행,2016-8-11 15:22:6,37.56894741,126.975491,155
강간,2016-2-5 4:17:28,37.56288449,127.0244312,1092
폭행,2016-4-6 4:13:44,37.56218713,127.0148354,945
폭행,2016-9-9 4:21:8,37.55811529,126.9793153,242
절도,2016-10-2 15:57:0,37.55624973,126.9977382,575
폭행,2016-3-26 24:56:39,37.56358308,126.9686744,59
폭행,2016-2-3 22:1:7,37.57169577,127.0217894,1048
절도,2016-7-12 5:1:14,37.55282173,126.9834958,305
폭행,2016-7-27 12:28:34,37.56709267,126.9925304,443
절도,2016-7-6 20:25:22,37.55906279,127.0135987,925
폭행,2016-5-20 16:39:14,37.56387767,127.0260469,1102
절도,2016-10-7 20:28:22,37.55667889,126.9970622,550
폭행,2016-8-3 17:15:57,37.56713802,127.0031302,678
절도,2016-6-30 9:51:48,37.55577931,126.9887313,395
폭행,2016-1-3 0:39:19,37.55413101,126.9654291,32
절도,2016-9-25 18:33:36,37.56280977,127.0185201,1006
폭행,2016-5-20 2:2:29,37.56933753,127.0164892,958
폭행,2016-12-6 6:42:5,37.56495533,126.9709849,90
폭행,2016-7-1 19:26:15,37.55838222,126.9753646,167
폭행,2016-8-9 3:1:44,37.56637488,126.9705265,88
절도,2016-11-15 23:16:22,37.55713883,126.9862191,355
폭행,2016-7-22 18:32:14,37.55399915,127.0112884,882
폭행,2016-7-10 19:31:14,37.56565776,126.9780613,215
절도,2016-5-2 5:54:59,37.56729697,126.9771239,195
절도,2016-9-9 2:49:50,37.56168636,126.9744333,144
폭행,2016-5-1 4:41:10,37.5547679,126.9833504,303
폭행,2016-2-24 21:41:46,37.56437915,127.0244405,1090
폭행,2016-11-18 23:39:43,37.5683878,126.9803301,250
폭행,2016-7-4 24:32:56,37.55874202,126.9994196,596
절도,2016-5-21 23:6:39,37.56924644,127.0180518,999
폭행,2016-5-21 0:57:54,37.55787023,127.0027459,666
절도,2016-5-17 6:33:9,37.55451702,126.9825455,284
폭행,2016-8-21 11:35:38,37.56313197,126.9946674,493
폭행,2016-11-29 23:16:24,37.56486004,126.9949848,491
폭행,2016-2-28 10:15:8,37.56077362,126.9647927,25
폭행,2016-7-12 18:55:45,37.55179533,126.9987324,604
폭행,2016-9-13 16:26:31,37.55520772,126.9964065,552
절도,2016-11-6 6:6:30,37.55356305,127.0171729,997
절도,2016-1-28 13:38:46,37.56578397,127.0230043,1072
폭행,2016-11-8 18:48:6,37.56386992,126.9912465,426
폭행,2016-2-15 12:0:59,37.56486406,126.9971197,541
절도,2016-12-17 0:20:54,37.56132875,127.0097599,821
폭행,2016-4-11 3:22:36,37.55741162,127.0192198,1030
폭행,2016-10-2 4:47:21,37.55390159,126.9920993,458
절도,2016-8-7 12:41:32,37.56713597,126.9834153,289
폭행,2016-11-8 6:8:51,37.55763178,126.9622279,8
강간,2016-2-11 17:46:20,37.56445781,126.9828336,292
절도,2016-1-10 6:16:55,37.56858018,126.9814995,269
폭행,2016-11-6 23:7:8,37.56027638,127.0134716,924
폭행,2016-2-18 12:33:32,37.55657948,127.0094465,826
절도,2016-9-13 21:19:37,37.56365517,126.9883733,386
절도,2016-8-18 19:32:15,37.55984217,127.0086545,794
폭행,2016-8-6 24:38:53,37.56808716,127.0235399,1069
절도,2016-8-13 12:17:5,37.56209544,127.0093982,820
폭행,2016-2-3 22:1:25,37.54942503,126.997311,558
절도,2016-4-28 0:39:35,37.56379444,126.9814215,255
폭행,2016-6-27 1:56:55,37.55854886,126.9729912,130
강간,2016-10-11 15:54:18,37.5683429,127.0153812,938
강간,2016-5-7 22:3:21,37.54394931,127.0083746,811
절도,2016-11-19 22:37:47,37.561307,127.0172179,988
폭행,2016-4-27 17:2:13,37.55666348,126.9763472,188
절도,2016-2-19 0:35:45,37.56669716,126.9973215,539
절도,2016-10-21 17:49:6,37.56336512,127.0028924,660
폭행,2016-4-28 16:11:56,37.55496654,127.0014483,646
폭행,2016-7-11 23:54:40,37.56331137,127.0004006,614
절도,2016-9-27 17:45:30,37.55019455,126.9959103,532
절도,2016-12-20 12:15:43,37.56918714,127.009076,812
절도,2016-5-18 13:14:46,37.55862435,126.9912089,432
폭행,2016-12-18 0:30:16,37.55932847,126.9689806,80
절도,2016-6-20 9:55:6,37.56908127,127.0020962,653
절도,2016-7-7 3:49:16,37.55079068,127.0015905,651
폭행,2016-1-12 3:59:46,37.55706879,126.9657161,39
폭행,2016-4-14 14:13:57,37.55490476,126.968443,69
폭행,2016-9-12 12:53:52,37.56533405,126.9737702,140
폭행,2016-7-12 15:35:41,37.56568256,127.0044908,703
절도,2016-2-28 15:47:28,37.56425123,127.0148166,943
절도,2016-5-24 19:50:57,37.56907224,126.9792555,230
폭행,2016-11-28 9:45:52,37.56080216,126.966498,34
폭행,2016-1-26 6:24:3,37.56068961,127.0099636,850
절도,2016-5-14 6:3:49,37.56410847,127.0071537,760
절도,2016-10-4 5:27:19,37.55520716,126.9901323,416
절도,2016-8-11 6:57:27,37.55336158,126.9621452,13
폭행,2016-11-6 21:56:39,37.56176743,126.976799,182
폭행,2016-9-2 23:34:7,37.54640318,127.00793,809
폭행,2016-6-6 15:29:30,37.56166781,127.0152147,946
폭행,2016-12-1 22:45:33,37.56516634,126.9871098,346
강간,2016-7-26 12:56:8,37.5671939,127.003327,678
절도,2016-2-3 18:32:2,37.56661537,126.983408,290
절도,2016-7-5 9:44:14,37.55476187,126.9757327,171
절도,2016-2-19 15:15:2,37.56116266,126.9864656,350
절도,2016-12-15 18:12:26,37.5706841,127.0195507,1015
폭행,2016-2-25 1:27:33,37.55893004,127.0010098,642
절도,2016-1-6 16:47:31,37.56802804,126.9965854,537
폭행,2016-2-19 3:47:13,37.56384948,127.0059754,731
폭행,2016-4-28 19:44:35,37.56816754,127.0165696,959
절도,2016-12-16 24:32:43,37.55899403,127.0113768,876
폭행,2016-3-14 7:23:40,37.55551105,126.9806791,264
절도,2016-8-28 18:56:7,37.5618359,126.9695544,77
절도,2016-3-13 22:22:57,37.56410536,127.0213858,1057
폭행,2016-4-29 1:54:3,37.5620623,126.9735003,144
폭행,2016-3-1 20:43:16,37.56059449,126.9749927,165
절도,2016-7-21 12:39:22,37.56709262,127.0031873,678
폭행,2016-1-24 14:24:11,37.5604695,127.0024931,663
폭행,2016-4-17 23:54:46,37.56948789,127.0184496,999
폭행,2016-4-5 22:12:4,37.56052863,127.0036705,686
강간,2016-3-24 21:15:1,37.56152753,126.9731715,127
절도,2016-2-27 22:4:43,37.56070209,126.9995362,594
절도,2016-11-20 14:23:42,37.55528885,126.9609867,3
절도,2016-7-23 15:15:17,37.55101463,126.9887975,400
강간,2016-9-23 4:30:11,37.55508695,126.9660295,41
폭행,2016-9-1 17:10:43,37.56720927,126.987812,362
폭행,2016-8-23 6:59:41,37.55315624,126.9789061,229
절도,2016-11-14 2:31:15,37.5592366,127.0178744,1010
폭행,2016-11-16 22:38:26,37.55491634,126.9727445,134
절도,2016-12-21 12:2:39,37.55724664,126.9635287,18
절도,2016-4-7 14:36:35,37.54394813,127.0066977,782
폭행,2016-6-8 18:4:13,37.55891017,127.0117467,877
폭행,2016-8-28 5:12:21,37.55377135,126.9912601,437
절도,2016-10-29 2:0:55,37.55648767,126.9759165,188
절도,2016-2-11 19:21:58,37.56595145,127.0057463,729
폭행,2016-3-10 23:25:20,37.56474005,127.0189471,1004
폭행,2016-11-14 12:19:27,37.55698985,126.9907725,434
절도,2016-3-17 23:11:56,37.56087453,127.0183739,1008
폭행,2016-2-14 12:45:56,37.55875059,126.9913243,432
폭행,2016-2-5 5:41:38,37.55630261,127.0107056,855
절도,2016-5-16 13:4:44,37.55753433,127.0203269,1047
폭행,2016-10-23 23:8:14,37.56169244,126.9738921,144
절도,2016-6-4 5:7:15,37.55558877,126.9704938,100
절도,2016-8-8 14:14:47,37.56780106,126.9936567,465
절도,2016-2-1 15:40:27,37.5641443,127.014154,920
절도,2016-8-10 22:25:56,37.55933714,126.9974554,571
절도,2016-5-17 4:0:45,37.5536094,126.9919602,459
절도,2016-10-15 21:7:10,37.56322352,126.969153,76
절도,2016-7-24 12:10:36,37.55959967,126.9694534,80
절도,2016-3-7 9:56:9,37.56883844,127.0155177,938
절도,2016-11-10 7:14:54,37.55749962,127.0191734,1030
강간,2016-6-1 18:30:59,37.56339732,127.0147449,944
절도,2016-9-6 15:12:52,37.55410114,126.9880306,377
절도,2016-6-25 15:44:20,37.5693351,127.0156739,958
절도,2016-1-19 12:22:11,37.5506932,126.9913875,441
절도,2016-3-20 13:27:36,37.55363468,127.0122994,907
절도,2016-2-5 15:39:45,37.56407316,126.9768184,180
폭행,2016-3-23 21:58:31,37.56546336,127.005595,729
절도,2016-1-22 9:36:13,37.55166247,127.0005196,627
폭행,2016-7-11 2:30:38,37.55502246,127.004801,715
절도,2016-1-21 9:40:9,37.56899566,127.0213718,1051
폭행,2016-12-28 13:5:18,37.56043955,127.0185239,1009
폭행,2016-1-5 1:38:12,37.56635756,126.9817015,271
폭행,2016-3-13 23:55:39,37.54941381,127.0103855,862
절도,2016-6-23 24:33:22,37.55324076,126.9831269,305
폭행,2016-8-19 8:5:14,37.55342991,127.0099549,858
절도,2016-11-28 14:2:28,37.55951407,127.009538,823
절도,2016-9-8 20:2:45,37.56542145,127.0035189,680
절도,2016-1-20 6:19:15,37.5676166,127.020506,1036
절도,2016-5-25 23:38:50,37.56231252,126.988392,388
폭행,2016-6-20 17:8:3,37.56197491,126.9889937,388
절도,2016-8-9 12:32:41,37.56432168,127.0111383,871
폭행,2016-5-26 24:53:54,37.56446573,126.977462,198
폭행,2016-2-6 15:42:19,37.56122099,126.9691525,78
절도,2016-3-6 1:0:11,37.56401799,126.9704332,91
절도,2016-3-9 14:8:37,37.56478697,126.9957909,516
절도,2016-10-19 2:44:53,37.55745095,126.9628831,8
폭행,2016-9-28 9:11:24,37.56048714,127.0215586,1061
절도,2016-3-11 23:15:24,37.55925506,126.9983844,571
폭행,2016-11-25 4:53:35,37.56758123,126.9984081,562
절도,2016-6-13 18:42:0,37.56025235,126.96874,63
폭행,2016-6-23 21:17:56,37.55197448,126.9954266,530
폭행,2016-6-15 13:39:56,37.56327236,126.9801535,237
강간,2016-6-12 12:2:54,37.55279183,126.9952172,529
절도,2016-9-20 20:21:24,37.56839852,127.0058736,726
폭행,2016-11-19 6:49:10,37.55496349,126.9678515,69
폭행,2016-10-22 9:4:54,37.55274567,126.9885961,398
폭행,2016-10-11 15:35:40,37.549606,127.0037375,698
폭행,2016-8-15 18:13:23,37.55177876,126.989959,420
절도,2016-8-12 9:11:41,37.56802123,126.9811596,250
절도,2016-10-2 18:34:5,37.55524389,127.0039568,692
절도,2016-1-14 17:7:32,37.56722052,127.0006162,609
절도,2016-2-18 6:11:47,37.56065471,127.0242053,1095
폭행,2016-11-9 21:28:54,37.56470598,126.9940022,491
절도,2016-6-5 12:54:54,37.56771776,127.0234889,1070
절도,2016-3-24 15:46:13,37.56651455,126.9902098,403
절도,2016-12-15 19:11:51,37.56883576,127.0066544,755
절도,2016-10-5 7:57:48,37.55524715,126.9914158,436
폭행,2016-6-30 5:38:13,37.54884246,127.0079538,806
폭행,2016-5-2 21:48:19,37.56561131,126.9997185,611
절도,2016-5-12 21:52:49,37.56662378,127.0075599,757
절도,2016-11-8 14:23:22,37.56106397,127.0029497,662
절도,2016-11-12 6:25:24,37.56042542,127.0240939,1095
절도,2016-9-9 21:1:57,37.55367262,126.9620078,4
폭행,2016-4-11 0:42:44,37.56627768,126.9712304,104
폭행,2016-6-3 4:41:37,37.55983017,127.0071904,765
폭행,2016-3-17 2:34:3,37.56829569,126.9877663,361
강간,2016-10-4 6:27:29,37.56965653,126.999588,584
절도,2016-3-7 11:19:59,37.55489243,127.0021538,669
폭행,2016-3-31 2:9:50,37.570313,127.0212948,1050
폭행,2016-8-29 15:54:18,37.56338643,126.9966219,543
폭행,2016-11-23 6:41:51,37.55458799,126.9812796,265
폭행,2016-8-29 20:19:8,37.55073795,127.0090375,833
절도,2016-9-29 2:27:46,37.55558015,126.9733326,133
절도,2016-2-8 24:7:35,37.56787844,127.0171072,981
폭행,2016-5-27 7:36:3,37.55908812,127.0058089,736
절도,2016-4-8 14:0:29,37.56124427,126.999529,593
폭행,2016-11-1 22:46:27,37.55360179,126.9758325,192
절도,2016-5-1 19:3:58,37.55936513,126.9756713,166
절도,2016-1-9 10:42:28,37.55869901,126.9723643,130
절도,2016-11-28 9:38:23,37.56483648,126.9842778,310
절도,2016-9-14 12:58:31,37.5644804,126.9711191,90
절도,2016-8-4 8:0:24,37.55573854,126.9670988,52
폭행,2016-3-25 24:34:50,37.56606196,126.9979402,564
폭행,2016-1-17 20:41:19,37.56251644,126.9822896,276
절도,2016-11-5 18:50:3,37.56194879,126.9949932,494
강간,2016-7-11 19:7:50,37.55741931,126.9897949,413
절도,2016-10-14 13:52:32,37.55804497,126.997021,549
강간,2016-3-9 21:56:57,37.55560744,126.9900827,415
폭행,2016-4-25 23:55:6,37.55709833,126.9724769,132
강간,2016-5-9 24:54:0,37.54766774,127.0115221,889
절도,2016-4-24 22:49:8,37.56779583,126.9682306,55
폭행,2016-6-26 23:50:59,37.56114742,126.9766828,183
폭행,2016-12-24 10:34:44,37.54978907,127.0086142,805
폭행,2016-2-10 21:32:57,37.56560586,126.9956977,515
폭행,2016-9-30 16:37:42,37.56706589,127.0229991,1070
폭행,2016-8-3 22:54:15,37.55831694,126.9844847,317
절도,2016-4-27 14:3:11,37.56135085,126.9774187,202
절도,2016-7-15 3:34:16,37.56152751,127.0116083,874
절도,2016-9-15 12:38:2,37.56469043,126.9939172,468
폭행,2016-11-6 21:19:5,37.56315467,127.0147857,944
폭행,2016-6-27 11:30:40,37.56120415,127.0018441,639
폭행,2016-5-13 18:30:59,37.56391051,126.9818943,274
폭행,2016-7-18 3:29:26,37.56001936,127.0105343,850
폭행,2016-11-28 0:35:47,37.55294481,126.975203,173
폭행,2016-3-23 8:26:16,37.5561531,126.986449,356
절도,2016-3-27 1:16:24,37.55922103,126.99792,571
절도,2016-7-11 4:44:3,37.5622322,127.0001287,615
절도,2016-3-3 16:31:54,37.55780846,127.0166647,971
절도,2016-2-4 3:24:2,37.5568772,126.9696849,83
절도,2016-8-26 19:25:19,37.56614812,126.9863951,345
절도,2016-10-31 15:45:49,37.55992383,126.9808897,259
폭행,2016-10-24 16:51:7,37.55414761,127.0061687,742
절도,2016-11-7 15:5:20,37.55262755,127.0025719,672
폭행,2016-2-24 1:53:9,37.55852753,126.9720675,113
절도,2016-3-2 19:44:16,37.5638515,126.9940338,492
폭행,2016-2-2 3:4:52,37.57027431,127.0215326,1050
절도,2016-7-18 10:12:45,37.56270045,126.998558,591
절도,2016-10-6 14:47:36,37.56264644,126.9854553,330
절도,2016-7-27 10:50:57,37.55981606,126.9683589,64
강간,2016-9-24 18:57:38,37.55680296,126.9657208,39
절도,2016-3-20 18:58:52,37.56145417,126.9722047,110
폭행,2016-2-14 24:21:17,37.55696896,127.0128898,904
폭행,2016-4-25 21:12:13,37.56606657,127.0201869,1038
폭행,2016-10-2 21:56:59,37.55930614,126.9793644,241
절도,2016-3-1 12:32:30,37.55987216,127.00818,794
절도,2016-4-4 19:28:5,37.56546343,126.9688713,57
폭행,2016-8-18 19:55:34,37.55428362,127.0007191,624
절도,2016-7-18 23:3:15,37.56671072,127.0118736,868
절도,2016-10-18 10:50:27,37.5621394,127.0173091,987
폭행,2016-7-1 18:16:1,37.56489953,126.9700501,74
절도,2016-3-3 20:29:32,37.56672373,126.9751038,158
폭행,2016-4-25 4:2:12,37.56463426,126.9945913,491
폭행,2016-10-15 18:33:12,37.56594104,127.0231158,1072
폭행,2016-8-21 3:9:31,37.55611118,126.9901307,415
폭행,2016-9-27 6:20:26,37.54965454,127.0084247,805
폭행,2016-4-11 18:53:51,37.56721654,126.9977903,562
폭행,2016-10-6 4:16:47,37.56129824,126.9696343,78
폭행,2016-5-2 12:3:22,37.56513427,126.9863804,346
폭행,2016-11-17 19:59:50,37.55777452,126.9708317,98
폭행,2016-9-27 2:54:27,37.55675564,126.9825206,282
폭행,2016-6-3 7:42:35,37.56001955,127.0016734,640
폭행,2016-3-5 3:27:12,37.5490241,127.0107671,863
폭행,2016-9-3 10:20:7,37.56125224,126.9779511,202
폭행,2016-3-8 8:24:32,37.56667654,126.9863461,344
절도,2016-7-4 15:12:41,37.55842118,126.9749094,167
폭행,2016-11-8 21:46:28,37.55672134,126.9777925,207
절도,2016-3-30 17:23:30,37.55920398,126.9892877,391
절도,2016-3-6 21:47:44,37.54885779,127.009286,835
절도,2016-7-7 18:45:11,37.56455567,127.01122,870
강간,2016-6-19 8:8:17,37.55870435,126.985854,335
절도,2016-3-9 16:38:33,37.55528248,126.9800056,246
폭행,2016-1-9 17:55:31,37.54987393,127.0109782,862
폭행,2016-5-30 1:36:53,37.55529689,126.9914287,436
절도,2016-2-4 11:27:44,37.5643361,127.0141321,920
