Type,Date-Time,Latitude,Longitude,Grid
폭행,2014-10-2 2:55:8,37.55211742,127.0122422,45
절도,2014-9-22 0:42:34,37.55800486,127.0173229,96
절도,2014-8-25 3:19:40,37.55131841,127.0113447,42
폭행,2014-9-2 18:48:25,37.5533474,127.0150936,38
절도,2014-2-23 17:51:23,37.56437097,127.0087188,103
절도,2014-2-20 23:54:4,37.5521691,127.014873,48
절도,2014-3-28 24:34:11,37.55157628,127.0126346,46
절도,2014-7-17 3:30:57,37.55349718,127.017191,35
폭행,2014-2-15 22:29:54,37.54420546,127.0060815,88
강간,2014-4-21 9:56:22,37.54934215,127.0095081,59
절도,2014-7-8 11:41:57,37.54718449,127.0086819,81
절도,2014-6-8 0:15:16,37.54828137,127.0109913,71
폭행,2014-3-15 21:4:57,37.55300215,127.0137273,39
폭행,2014-4-11 6:33:19,37.54889703,127.0107997,71
절도,2014-5-6 2:18:20,37.54773818,127.0111137,66
폭행,2014-6-5 22:43:53,37.55801276,127.0164277,97
절도,2014-3-2 15:20:50,37.55453718,127.0137148,25
강간,2014-9-5 8:55:26,37.55249999,127.0114409,43
폭행,2014-12-4 23:45:20,37.54419473,127.0077887,83
폭행,2014-12-12 14:7:22,37.55586561,127.0142645,21
절도,2014-6-3 14:48:59,37.56282516,127.0101418,6
절도,2014-11-6 21:56:15,37.55618051,127.0130113,22
폭행,2014-12-9 16:4:36,37.55058554,127.0125107,52
절도,2014-5-16 22:37:17,37.55105567,127.0103337,55
절도,2014-1-15 24:51:46,37.5532261,127.016872,35
절도,2014-4-30 23:57:10,37.56342979,127.0091632,7
폭행,2014-4-25 2:7:27,37.55846473,126.9786373,120
절도,2014-3-11 24:22:39,37.54954597,127.011782,61
폭행,2014-9-4 22:12:9,37.55296517,127.0157189,37
절도,2014-12-11 17:46:52,37.56263187,127.0086124,8
절도,2014-11-15 3:29:47,37.54393622,127.0063069,88
절도,2014-1-14 15:30:15,37.54764637,127.007388,90
절도,2014-7-15 15:22:23,37.55070101,127.009198,58
폭행,2014-7-27 2:39:20,37.55676504,127.0132049,10
절도,2014-6-19 9:57:16,37.55471072,127.0119985,24
절도,2014-7-2 19:32:21,37.56481879,127.0104146,108
절도,2014-5-27 20:33:40,37.56448392,126.9952461,114
절도,2014-3-3 20:41:35,37.54569882,127.0062456,74
폭행,2014-7-24 7:1:10,37.54547183,127.0065098,86
폭행,2014-10-16 22:31:23,37.55448466,127.0147343,31
폭행,2014-12-31 5:47:17,37.55803367,127.0194993,98
폭행,2014-5-13 22:20:45,37.5491151,127.0115401,70
폭행,2014-6-7 20:47:22,37.55046328,127.008896,58
절도,2014-3-5 12:49:19,37.55820312,126.9781766,120
절도,2014-12-12 15:24:20,37.56294004,127.006698,105
폭행,2014-10-20 19:59:56,37.55898544,126.9783274,120
폭행,2014-5-21 17:13:21,37.54811815,127.0103434,67
절도,2014-1-25 10:22:37,37.54680284,127.0065097,77
폭행,2014-6-24 22:42:20,37.55564295,127.0132617,22
절도,2014-3-2 9:48:50,37.54466439,127.0072713,86
폭행,2014-2-28 21:57:19,37.54928665,127.0091773,59
절도,2014-1-29 9:26:51,37.54865138,127.0113566,65
절도,2014-12-26 12:17:49,37.55319695,127.0138988,39
절도,2014-2-17 22:3:1,37.55187209,127.0127041,45
절도,2014-9-12 10:47:55,37.55047347,127.0122484,52
폭행,2014-5-13 22:31:37,37.55686248,127.0167634,14
절도,2014-6-2 17:36:48,37.54620472,127.0086021,80
절도,2014-10-17 17:52:51,37.55944199,126.9782318,117
절도,2014-9-12 5:24:8,37.55028162,127.0110487,53
폭행,2014-9-21 15:8:15,37.54997684,127.0079466,94
절도,2014-4-14 20:58:45,37.55667818,127.0154912,11
폭행,2014-2-10 19:11:56,37.56229601,127.0088657,2
절도,2014-1-12 10:25:14,37.54830349,127.0070735,91
절도,2014-4-20 9:22:14,37.55119074,127.0104076,55
폭행,2014-5-12 18:2:54,37.5546836,127.0159877,33
절도,2014-2-1 18:1:28,37.54419154,127.0082878,83
폭행,2014-8-30 21:27:29,37.54634203,127.0070269,79
폭행,2014-12-18 12:40:38,37.56312149,126.9860005,109
절도,2014-4-7 3:12:1,37.55331993,127.01681,35
폭행,2014-12-16 24:39:55,37.55735914,127.0170997,96
절도,2014-7-21 4:33:8,37.552988,127.0145403,38
폭행,2014-8-21 18:3:13,37.5534766,127.0117674,41
절도,2014-5-3 12:10:23,37.56233727,127.0102004,5
절도,2014-5-3 15:54:38,37.54977049,127.014403,63
폭행,2014-6-24 21:27:50,37.54855347,127.0077109,92
절도,2014-3-6 22:31:14,37.5463744,127.0044763,76
폭행,2014-11-6 18:57:42,37.56178837,127.010529,5
절도,2014-9-8 4:24:6,37.55934051,126.9788168,117
절도,2014-3-7 6:40:52,37.54593945,127.0084131,80
절도,2014-8-3 2:37:23,37.54616553,127.0045224,76
폭행,2014-6-5 22:38:56,37.5472009,127.0047695,75
폭행,2014-6-6 23:23:57,37.55243486,127.015847,50
절도,2014-2-5 1:41:10,37.55690345,127.0181329,15
살인,2014-6-17 1:4:45,37.55172974,127.0147157,49
폭행,2014-7-31 15:25:4,37.55713674,127.0139668,12
절도,2014-9-13 8:29:58,37.55389523,127.0131927,26
절도,2014-9-2 12:5:49,37.54617745,127.0049553,76
폭행,2014-7-19 6:2:25,37.55126751,127.0104527,55
폭행,2014-8-19 4:30:43,37.5563492,127.0120806,9
폭행,2014-9-1 4:28:18,37.54465118,127.008316,82
폭행,2014-1-28 17:3:26,37.55290294,127.0101288,57
폭행,2014-5-23 21:14:54,37.56332933,126.9879141,110
절도,2014-6-14 15:44:55,37.5507417,127.0115832,53
절도,2014-2-26 21:10:35,37.55206548,127.0135275,44
절도,2014-11-15 13:35:29,37.55739601,127.0197873,98
절도,2014-10-24 20:7:10,37.56116679,127.0081837,0
폭행,2014-8-25 22:36:47,37.55733835,127.0177774,96
절도,2014-12-26 21:4:14,37.54668118,127.0077038,81
폭행,2014-3-14 0:9:16,37.54767199,127.0100818,67
폭행,2014-2-17 18:26:32,37.55422473,127.0157164,32
폭행,2014-4-15 16:29:28,37.55310097,127.0157281,37
절도,2014-2-8 8:37:24,37.54923636,127.0140746,63
폭행,2014-7-13 23:11:28,37.5539108,127.0176198,36
절도,2014-8-28 21:54:2,37.54437608,127.0061764,88
폭행,2014-3-23 20:7:39,37.55169167,127.0129871,46
절도,2014-5-22 15:28:22,37.55324843,127.0139915,39
폭행,2014-9-26 19:3:17,37.55335198,127.0126178,40
폭행,2014-11-28 14:53:59,37.55957461,126.9802082,121
폭행,2014-10-12 16:52:27,37.54406163,127.0065493,85
절도,2014-5-27 16:7:49,37.54883102,127.0116122,70
폭행,2014-6-26 16:22:8,37.54957244,127.0130697,62
폭행,2014-10-22 24:29:55,37.55439773,127.0133968,29
절도,2014-3-6 15:18:55,37.55206848,127.0127447,45
절도,2014-12-25 6:41:43,37.54944531,127.009535,59
절도,2014-12-5 23:2:34,37.56203086,127.0091007,2
절도,2014-3-20 18:16:7,37.55019383,127.0138791,51
폭행,2014-7-17 9:51:47,37.54770401,127.0121317,66
폭행,2014-4-2 19:24:12,37.54843349,127.011372,70
절도,2014-11-10 19:33:22,37.56503803,126.9971291,115
절도,2014-2-5 13:6:0,37.54823142,127.0067089,90
폭행,2014-6-23 23:18:34,37.55471318,127.0139739,25
폭행,2014-6-25 15:15:40,37.55536291,127.0146239,30
절도,2014-3-8 23:19:41,37.54700612,127.0052215,75
절도,2014-5-17 15:37:38,37.55659288,127.0130107,10
절도,2014-10-22 14:41:49,37.55782782,127.0146618,95
절도,2014-5-15 22:58:52,37.55281104,127.0133419,39
폭행,2014-11-6 7:1:8,37.55382571,127.0112694,27
폭행,2014-11-30 18:41:12,37.55591766,127.0126626,22
폭행,2014-10-26 21:10:53,37.54668799,127.0048377,75
폭행,2014-10-4 18:13:40,37.55613113,127.012986,22
폭행,2014-8-17 23:3:16,37.56226455,126.9864289,112
폭행,2014-9-22 17:23:48,37.55506704,127.0153202,30
폭행,2014-12-22 5:59:42,37.54728815,127.0052559,75
폭행,2014-8-2 18:21:14,37.55693464,127.0161232,13
폭행,2014-1-12 18:49:56,37.55017668,127.0120513,53
폭행,2014-8-9 4:49:48,37.55733168,126.9799571,118
절도,2014-7-24 9:52:54,37.55718078,127.0166747,13
절도,2014-3-5 17:0:18,37.56452757,127.0104808,108
절도,2014-5-6 23:32:9,37.54736755,127.0118333,66
절도,2014-3-22 13:56:59,37.56190692,126.9870427,112
폭행,2014-11-1 18:53:34,37.55658693,127.0180003,15
절도,2014-4-8 21:22:5,37.55320864,127.017329,35
폭행,2014-10-12 12:7:41,37.54439981,127.0069378,85
폭행,2014-4-29 10:10:56,37.55259154,127.0107447,56
절도,2014-12-5 18:27:57,37.5438794,127.0068342,85
폭행,2014-9-23 17:49:46,37.5481055,127.0057529,89
절도,2014-9-14 1:13:40,37.5515501,127.0141292,47
절도,2014-6-4 5:53:11,37.54576945,127.0081028,80
폭행,2014-11-21 22:55:19,37.55050337,127.012488,52
폭행,2014-9-16 19:4:28,37.54979759,127.0096749,59
절도,2014-10-2 11:15:18,37.54602418,127.0081713,80
폭행,2014-5-16 10:16:6,37.55550472,127.0152414,20
폭행,2014-3-4 22:54:55,37.55658954,127.0149175,11
강간,2014-10-19 0:34:6,37.54766558,127.005772,89
폭행,2014-4-13 15:42:44,37.56544912,126.9960993,113
절도,2014-2-20 15:58:13,37.54941103,127.0083383,94
폭행,2014-8-28 9:5:53,37.55871629,126.9792109,119
절도,2014-12-8 9:12:15,37.55351776,127.0158367,37
절도,2014-9-11 13:56:23,37.55413222,127.0145154,31
강간,2014-11-16 15:1:2,37.54865612,127.0132842,64
폭행,2014-10-27 5:51:38,37.56462944,127.0084111,107
강간,2014-2-1 15:36:49,37.55025625,127.013397,51
폭행,2014-10-1 14:10:10,37.54549756,127.005644,87
절도,2014-7-13 12:27:30,37.56485418,127.0083432,107
절도,2014-1-9 12:55:9,37.54462689,127.0082499,83
절도,2014-2-27 5:20:45,37.5552488,127.0133849,25
절도,2014-1-17 9:26:17,37.56371522,127.0110357,101
절도,2014-9-4 1:19:0,37.55587059,127.0166966,19
폭행,2014-2-1 3:57:32,37.5657026,126.9967786,116
절도,2014-6-11 5:23:19,37.55312528,127.0152876,38
폭행,2014-7-21 11:19:19,37.56390277,127.0080126,103
폭행,2014-5-22 12:44:48,37.55182972,127.0136132,44
폭행,2014-5-26 3:38:48,37.56182686,126.9876709,111
폭행,2014-9-2 23:39:43,37.54763543,127.0074825,90
폭행,2014-12-14 11:12:14,37.56188386,126.9873515,111
절도,2014-1-2 3:19:13,37.55481536,127.0160941,33
폭행,2014-1-31 14:57:36,37.55427735,127.0169373,36
폭행,2014-8-16 9:55:14,37.54960875,127.008639,94
폭행,2014-10-29 18:7:14,37.54690811,127.00781,81
폭행,2014-10-29 21:35:6,37.54930038,127.0137356,63
절도,2014-5-29 12:4:1,37.55664662,127.0139344,12
절도,2014-6-7 14:32:45,37.55304965,127.0134794,39
폭행,2014-1-23 3:20:28,37.54907023,127.0116948,70
절도,2014-12-26 3:23:44,37.55381039,127.0156682,32
절도,2014-9-6 16:24:50,37.55983736,126.9783786,117
절도,2014-10-18 13:35:21,37.55528921,127.0144008,25
폭행,2014-11-12 21:34:33,37.55133805,127.0114461,42
폭행,2014-10-9 20:15:30,37.5567135,127.0116179,9
절도,2014-4-17 15:31:35,37.56107386,127.0084869,0
폭행,2014-3-30 1:32:51,37.55332305,127.015288,38
절도,2014-1-20 12:32:16,37.55397132,127.0141266,29
절도,2014-4-1 22:42:5,37.55299898,127.0116031,41
강간,2014-8-28 14:16:34,37.55245393,127.0112702,43
폭행,2014-11-28 18:53:51,37.54524876,127.0056828,87
절도,2014-8-4 1:9:47,37.56226252,126.9878065,111
폭행,2014-4-19 17:10:26,37.55504812,127.011524,24
폭행,2014-1-18 17:42:56,37.5478248,127.0074159,90
폭행,2014-4-12 6:55:25,37.55806143,127.0153388,95
절도,2014-11-18 16:55:57,37.5598406,126.9782099,117
강간,2014-10-8 18:24:21,37.54905472,127.0116249,65
절도,2014-1-22 3:47:37,37.54568314,127.0070451,79
절도,2014-12-4 9:11:51,37.55240556,127.0128777,45
폭행,2014-2-15 0:16:8,37.54965054,127.0128855,62
폭행,2014-6-30 23:56:20,37.5504906,127.0131276,52
절도,2014-10-17 7:52:51,37.54835982,127.0075611,91
절도,2014-12-28 17:12:53,37.55340349,127.0115464,41
절도,2014-12-16 15:13:39,37.55458286,127.0144778,30
폭행,2014-12-17 12:49:34,37.54864309,127.0119482,65
절도,2014-11-18 18:43:54,37.54679806,127.0078579,81
절도,2014-2-12 3:46:3,37.56279846,126.987083,109
폭행,2014-4-10 23:50:18,37.54455472,127.0062957,88
절도,2014-6-26 24:54:36,37.54826197,127.0131961,64
폭행,2014-8-7 12:43:34,37.54731401,127.0049283,75
폭행,2014-3-4 21:32:12,37.56188066,126.987461,111
절도,2014-4-3 18:29:39,37.55312568,127.017645,35
폭행,2014-1-27 5:33:55,37.55700598,127.0171056,14
절도,2014-9-3 13:58:22,37.55520588,127.0126951,28
절도,2014-5-25 18:53:48,37.55476251,127.0165277,33
폭행,2014-11-23 0:52:15,37.55165105,127.010327,55
폭행,2014-3-29 22:10:4,37.54955416,127.009766,59
폭행,2014-4-11 1:40:20,37.54967508,127.0128986,62
절도,2014-3-7 15:9:16,37.54851783,127.0075649,91
폭행,2014-12-28 17:59:27,37.5490778,127.007314,91
폭행,2014-8-18 3:4:53,37.55800695,127.0196793,98
절도,2014-9-29 2:12:59,37.54842721,127.0090241,69
절도,2014-7-30 10:31:19,37.55587696,127.016962,18
폭행,2014-2-21 12:17:20,37.55943235,126.979372,121
폭행,2014-12-30 3:7:48,37.5640539,127.0095817,102
폭행,2014-7-8 24:10:5,37.55038313,127.0113111,53
절도,2014-8-11 9:0:37,37.54520268,127.0068113,86
폭행,2014-10-20 12:31:47,37.5633854,127.0101422,6
폭행,2014-2-27 16:25:4,37.55289998,127.0129037,40
절도,2014-11-9 21:4:23,37.56288902,126.9875008,110
폭행,2014-8-6 16:41:10,37.56606809,126.9973235,116
절도,2014-2-22 3:6:10,37.54905493,127.0106722,71
폭행,2014-1-28 16:14:5,37.5534851,127.0114323,41
폭행,2014-9-24 5:58:13,37.56150171,127.0109758,4
폭행,2014-3-29 21:58:34,37.55796213,126.9793981,118
폭행,2014-9-11 6:32:33,37.5536458,127.0157011,32
절도,2014-12-4 22:19:12,37.54465895,127.0086034,82
절도,2014-11-29 12:54:20,37.55775707,127.0154458,95
절도,2014-5-17 15:42:59,37.56177221,127.009755,2
절도,2014-3-31 21:28:46,37.55598856,127.0180733,17
폭행,2014-10-12 24:24:6,37.55225412,127.0165953,50
절도,2014-5-19 18:5:40,37.54966681,127.0093544,59
절도,2014-4-10 22:20:57,37.56378794,127.0065574,104
절도,2014-5-9 4:21:25,37.55267585,127.0161064,50
절도,2014-10-12 19:16:54,37.55697311,127.0138603,12
폭행,2014-8-28 22:7:44,37.55429243,127.0134061,29
절도,2014-10-7 16:25:19,37.54653304,127.0051599,75
절도,2014-12-21 2:53:11,37.55411013,127.0152806,31
절도,2014-7-4 15:29:6,37.55381449,127.0124953,26
폭행,2014-3-22 21:41:58,37.55585442,127.0188184,17
폭행,2014-5-11 22:28:20,37.56248976,126.9865898,112
폭행,2014-7-4 8:59:54,37.55424552,127.0164562,32
절도,2014-1-27 19:27:52,37.55070978,127.0130909,52
폭행,2014-9-14 6:38:7,37.56512504,126.995542,114
폭행,2014-3-20 5:29:22,37.55686376,127.0174231,14
절도,2014-12-3 12:2:42,37.55518531,127.0123295,28
절도,2014-6-3 15:20:59,37.56469913,126.9960679,114
절도,2014-10-20 19:5:32,37.55252412,127.0131328,45
절도,2014-11-3 9:18:53,37.55401356,127.0121293,27
절도,2014-5-8 1:47:57,37.5482775,127.0074392,91
폭행,2014-9-3 14:49:50,37.56426775,127.010697,101
폭행,2014-10-19 24:17:5,37.55437964,127.0158565,32
절도,2014-9-4 1:44:45,37.55657977,127.0119697,9
절도,2014-7-20 19:34:15,37.54965691,127.0117002,61
절도,2014-2-8 12:31:10,37.54636892,127.0091588,73
절도,2014-3-4 15:37:20,37.56392922,127.007127,104
폭행,2014-3-7 23:21:4,37.56235658,127.00875,1
절도,2014-8-10 20:32:36,37.55745915,127.0152405,95
폭행,2014-6-22 13:49:57,37.55780963,127.0171129,96
폭행,2014-3-6 23:9:21,37.54418694,127.0078768,83
폭행,2014-10-20 23:39:55,37.55156658,127.0102288,55
절도,2014-1-23 22:28:15,37.55482115,127.0134641,25
절도,2014-8-29 18:34:21,37.55149876,127.0116679,42
폭행,2014-3-13 4:29:29,37.55459847,127.0149903,30
폭행,2014-3-15 23:28:34,37.54670274,127.0094239,72
절도,2014-7-25 3:27:43,37.54845949,127.0108184,71
폭행,2014-6-18 13:6:3,37.54697444,127.0085695,81
절도,2014-12-14 18:58:29,37.56506829,127.008456,107
폭행,2014-12-7 12:27:27,37.56214864,127.0079851,1
폭행,2014-7-7 3:49:0,37.54750379,127.0070847,90
폭행,2014-1-5 24:30:9,37.55700543,127.0163246,13
절도,2014-5-12 14:30:25,37.5439189,127.005396,88
절도,2014-5-3 3:14:39,37.55702162,127.0193873,16
절도,2014-3-25 3:30:6,37.55049624,127.0120158,53
절도,2014-12-27 8:55:13,37.54908501,127.0124253,64
절도,2014-12-20 18:3:32,37.55304265,127.010911,57
절도,2014-6-13 24:54:34,37.56144226,127.0083564,0
폭행,2014-2-4 3:24:49,37.5522738,127.0151941,48
절도,2014-8-15 19:32:40,37.55254676,127.0148891,48
폭행,2014-7-31 12:42:18,37.54614895,127.0069558,79
폭행,2014-11-17 3:26:2,37.56212752,126.9870628,112
폭행,2014-2-7 14:34:51,37.55771509,127.0166224,97
폭행,2014-1-24 20:46:21,37.55594294,127.0127282,22
절도,2014-1-28 6:32:55,37.54436791,127.0077201,83
절도,2014-6-6 23:44:23,37.54911979,127.0082846,92
폭행,2014-12-16 6:16:13,37.54971883,127.0099296,60
절도,2014-1-11 20:13:9,37.54828398,127.0112817,70
강간,2014-2-26 4:6:56,37.56302299,126.9870983,109
폭행,2014-5-10 16:46:30,37.55059106,127.0091278,58
강간,2014-1-15 8:31:17,37.56386345,127.0070997,104
절도,2014-7-18 20:16:26,37.56175001,127.0082559,1
폭행,2014-9-24 13:14:35,37.56284986,127.0065847,105
폭행,2014-4-28 8:26:28,37.55564646,127.0180105,17
절도,2014-3-27 16:20:35,37.5619246,126.9873239,111
폭행,2014-6-5 22:32:3,37.54557377,127.0077548,80
절도,2014-10-6 20:39:36,37.56584271,126.9962589,116
폭행,2014-7-11 17:29:23,37.55106516,127.015543,49
폭행,2014-2-8 1:16:44,37.55332864,127.0132751,40
절도,2014-7-24 16:5:21,37.54601387,127.0046057,76
절도,2014-12-13 8:14:47,37.54889295,127.0115379,70
폭행,2014-12-26 11:10:49,37.56116695,127.0086759,0
폭행,2014-9-21 10:9:52,37.54746975,127.0103564,67
절도,2014-9-14 9:41:28,37.54642166,127.0053998,74
폭행,2014-12-2 22:46:47,37.54421176,127.0089873,84
강간,2014-10-2 23:41:49,37.55387507,127.0138728,29
폭행,2014-11-1 12:46:5,37.55397928,127.0165741,32
폭행,2014-1-19 5:39:58,37.55709643,127.019003,16
폭행,2014-3-23 15:33:22,37.56213574,126.9864584,112
절도,2014-5-17 2:4:53,37.56329532,127.0076136,105
절도,2014-11-13 24:23:57,37.56474684,127.0079283,107
폭행,2014-4-7 4:48:26,37.55757933,126.9798754,118
폭행,2014-8-13 14:15:20,37.56183656,127.0092304,2
절도,2014-2-2 12:30:50,37.54992736,127.010652,60
절도,2014-10-23 14:37:58,37.55378683,127.0115227,27
폭행,2014-4-14 3:10:6,37.55952275,126.9790237,117
폭행,2014-3-8 15:1:34,37.54640361,127.0055468,74
절도,2014-6-20 5:46:4,37.55240631,127.0111747,43
절도,2014-4-13 20:12:55,37.55755705,127.0152804,95
폭행,2014-7-23 24:30:17,37.55706663,127.0182583,15
절도,2014-5-2 12:17:39,37.54778498,127.0082294,93
절도,2014-1-22 15:38:56,37.54904414,127.0116852,65
절도,2014-11-16 15:16:37,37.5459816,127.0090421,73
절도,2014-6-30 14:50:25,37.55913876,126.9790793,117
폭행,2014-9-15 21:54:48,37.55270847,127.0165447,50
절도,2014-10-28 22:42:33,37.55680119,127.0161806,13
절도,2014-12-24 3:14:26,37.56400779,127.0074466,104
절도,2014-8-6 23:44:25,37.55746281,127.015985,97
절도,2014-12-28 18:18:37,37.55666162,127.0151993,11
절도,2014-10-10 12:16:17,37.56183109,126.9867784,112
폭행,2014-2-3 11:18:39,37.55372653,127.0130169,26
폭행,2014-5-26 9:23:0,37.55258536,127.010969,56
폭행,2014-8-6 5:36:58,37.56504311,126.9958279,114
강간,2014-4-11 23:26:17,37.55741091,127.0199895,98
절도,2014-12-18 16:1:51,37.56607231,126.9953602,113
절도,2014-1-30 3:37:48,37.55412118,127.0126581,26
폭행,2014-5-4 7:54:39,37.5530593,127.0157863,37
폭행,2014-11-18 11:47:50,37.55880322,126.9792136,119
절도,2014-8-20 1:33:40,37.55728156,127.0146254,95
절도,2014-10-17 18:12:16,37.5488585,127.0100813,71
폭행,2014-6-27 17:10:56,37.5488019,127.0120886,65
강간,2014-12-12 6:23:10,37.54894436,127.010805,71
절도,2014-8-7 9:5:42,37.55339576,127.0149843,38
폭행,2014-4-9 0:2:6,37.55820922,126.9799129,119
절도,2014-4-9 16:21:24,37.55647696,127.0200248,16
절도,2014-11-29 9:22:9,37.56379013,127.0096242,102
폭행,2014-8-30 17:23:29,37.55403587,127.0168819,36
절도,2014-6-29 12:54:11,37.55612009,127.0116658,23
폭행,2014-9-18 1:43:13,37.55003251,127.0121895,52
절도,2014-5-30 5:37:59,37.54799517,127.00556,89
폭행,2014-11-28 23:17:58,37.55460182,127.0173812,34
폭행,2014-8-3 9:46:1,37.55775502,127.0158956,97
절도,2014-8-12 15:50:20,37.54905892,127.0099587,71
폭행,2014-8-9 23:31:59,37.55667166,127.0189892,15
절도,2014-9-26 7:26:7,37.54632431,127.0097866,73
절도,2014-3-11 15:30:40,37.54604314,127.0098293,73
절도,2014-11-2 9:56:31,37.55396415,127.0152075,31
절도,2014-4-29 8:20:50,37.55549167,127.013811,21
절도,2014-12-22 21:26:36,37.55068556,127.0132173,52
절도,2014-2-10 16:27:43,37.55745923,127.0210473,100
폭행,2014-2-15 23:56:24,37.55632671,127.0201059,16
폭행,2014-11-2 11:8:42,37.54988526,127.009374,59
절도,2014-11-15 3:6:51,37.55703559,127.0198531,16
절도,2014-9-12 15:28:11,37.55459522,127.0123065,28
폭행,2014-2-13 16:54:18,37.56262614,127.0072117,105
절도,2014-9-28 11:8:5,37.55478617,127.0133948,25
폭행,2014-12-16 18:34:4,37.56283415,127.0110023,6
폭행,2014-5-15 15:53:2,37.54979079,127.0081363,94
폭행,2014-6-30 19:3:4,37.55264103,127.0113665,43
절도,2014-10-21 5:58:56,37.54912406,127.0086735,92
폭행,2014-9-23 14:11:15,37.5565377,127.0178937,15
절도,2014-1-16 3:45:10,37.55067659,127.0131122,52
절도,2014-2-14 20:50:19,37.54993688,127.0084445,94
절도,2014-1-8 18:4:5,37.56326314,127.0101429,6
절도,2014-8-13 20:43:30,37.54837149,127.0115025,70
절도,2014-9-21 15:18:44,37.55657692,127.0121763,10
폭행,2014-12-24 4:42:55,37.55958044,126.9789583,117
폭행,2014-9-1 2:24:31,37.55286358,127.0139534,39
폭행,2014-10-12 15:52:6,37.55483572,127.0164239,33
절도,2014-12-23 6:24:15,37.54760906,127.0065845,90
절도,2014-11-6 21:8:46,37.54764266,127.0100478,67
폭행,2014-9-7 6:56:27,37.55771556,127.0211618,100
폭행,2014-7-12 10:34:15,37.55693449,127.0152404,11
절도,2014-12-21 20:26:57,37.55118793,127.0155194,49
폭행,2014-3-18 21:50:41,37.5486265,127.0065399,91
폭행,2014-3-13 23:18:30,37.55472613,127.0118159,24
절도,2014-1-26 17:58:38,37.56212785,126.9872103,111
폭행,2014-7-17 11:22:7,37.54851614,127.012033,70
폭행,2014-3-17 3:18:25,37.55112576,127.0111669,42
절도,2014-12-23 15:15:33,37.56516524,127.0106862,108
절도,2014-3-29 21:22:39,37.55268403,127.0128675,45
절도,2014-9-2 17:46:0,37.56255037,127.0079825,1
절도,2014-3-6 13:14:14,37.56502765,126.9959848,114
