324,110
325,109
326,141
327,108
328,106
329,145
330,115
331,130
332,139
333,126
334,118
335,106
336,113
337,125
338,139
339,112
340,123
341,101
342,121
343,132
344,111
345,117
346,129
347,105
348,147
349,105
350,143
351,123
352,103
353,109
354,110
355,139
356,133
357,109
358,148
359,137
360,147
361,100
362,127
363,117
364,148
365,128
366,136
367,101
368,126
369,118
370,125
371,121
372,133
373,130
374,101
375,103
376,118
377,150
378,106
379,143
380,125
381,147
382,125
383,148
384,138
385,130
386,122
387,141
388,129
389,107
390,109
391,103
392,112
393,134
394,121
395,139
396,146
397,140
398,101
399,103
400,143
401,125
402,139
403,106
404,134
405,106
406,139
407,126
408,138
409,137
410,118
411,104
412,144
413,138
414,134
415,130
416,126
417,107
418,130
419,114
420,130
421,117
422,149
423,135
424,129
425,127
426,147
427,145
428,147
429,145
430,104
431,111
432,146
433,114
434,118
435,127
436,114
437,148
438,100
439,128
440,137
441,104
442,147
443,112
444,126
445,107
446,108
447,128
448,139
449,137
450,110
451,117
452,140
453,103
454,105
455,102
456,110
457,126
458,118
459,124
460,145
461,104
462,144
463,102
464,119
465,124
466,120
467,136
468,116
469,123
470,142
471,104
472,115
473,133
474,114
475,110
476,124
477,122
478,100
479,140
480,146
481,138
482,124
483,149
484,123
485,144
486,124
487,119
488,121
489,115
490,144
491,112
492,129
493,105
494,143
495,128
496,115
497,150
498,133
499,111
500,111
501,150
502,148
503,106
504,138
505,105
506,150
507,123
508,123
509,135
510,121
511,104
512,113
513,113
514,145
515,106
516,117
517,108
518,108
519,150
520,114
521,149
522,123
523,104
524,125
525,109
526,114
527,149
528,102
529,139
530,124
531,135
532,143
533,134
534,127
535,138
536,122
537,145
538,149
539,132
540,125
541,132
542,102
543,135
544,138
545,106
546,149
547,100
548,132
549,118
550,131
551,132
552,121
553,135
554,133
555,126
556,127
557,120
558,103
559,150
560,119
561,130
562,102
563,122
564,139
565,144
566,123
567,150
568,122
569,108
570,125
571,114
572,111
573,107
574,135
575,134
576,150
577,117
578,126
579,125
580,121
581,123
582,145
583,135
584,116
585,136
586,127
587,145
588,109
589,148
590,111
591,123
592,123
593,101
594,126
595,113
596,103
597,114
598,100
599,135
600,108
601,123
602,119
603,109
604,141
605,103
606,109
607,118
608,142
609,106
610,113
611,102
612,100
613,149
614,121
615,117
616,145
617,142
618,103
619,139
620,110
621,143
622,134
623,109
624,143
625,130
626,104
627,131
628,132
629,136
630,122
631,138
632,132
633,108
634,123
635,120
636,144
637,115
638,102
639,118
640,113
641,147
642,110
643,102
644,145
645,119
646,134
647,149
648,133
649,140
650,109
651,147
652,115
653,145
654,148
655,119
656,101
657,110
658,114
659,124
660,123
661,131
662,100
663,101
664,105
665,100
666,115
667,140
668,106
669,115
670,123
671,142
672,118
673,112
674,140
675,125
676,102
677,140
678,106
679,131
680,100
681,119
682,130
683,142
684,123
685,116
686,134
687,143
688,124
689,125
690,118
691,139
692,137
693,134
694,125
695,145
696,110
697,114
698,108
699,114
700,123
701,114
702,138
703,148
704,110
705,104
706,114
707,102
708,128
709,120
710,106
711,128
712,137
713,103
714,134
715,107
716,143
717,105
718,135
719,133
720,136
721,132
722,107
723,108
724,125
725,148
726,127
727,129
728,114
729,150
730,101
731,141
732,134
733,127
734,108
735,129
736,110
737,110
738,133
739,132
740,125
741,114
742,146
743,130
744,128
745,102
746,125
747,111
748,132
749,139
750,123
751,147
752,104
753,119
754,134
755,148
756,126
757,147
758,149
759,139
760,129
761,111
762,129
763,122
764,127
765,139
766,105
767,110
768,111
769,127
770,125
771,103
772,102
773,125
774,112
775,114
776,140
777,112
778,150
779,147
780,150
781,145
782,119
783,122
784,150
785,118
786,111
787,145
788,111
789,125
790,132
791,130
792,149
793,113
794,137
795,118
796,140
797,124
798,123
799,147
800,109
801,111
802,147
803,121
804,122
805,131
806,123
807,144
808,134
809,118
810,124
811,136
812,102
813,149
814,143
815,133
816,127
817,128
818,108
819,148
820,111
821,116
822,120
823,119
824,139
825,105
826,145
827,131
828,117
829,127
830,124
831,105
832,140
833,143
834,105
835,143
836,109
837,144
838,134
839,142
840,148
841,141
842,139
843,107
844,143
845,102
846,126
847,102
848,128
849,105
850,144
851,121
852,140
853,121
854,141
855,142
856,128
857,146
858,110
859,122
860,127
861,136
862,108
863,137
864,120
865,101
866,101
867,101
868,127
869,141
870,111
871,139
872,108
873,122
874,110
875,116
876,107
877,128
878,145
879,150
880,123
881,142
882,104
883,114
884,139
885,142
886,102
887,117
888,108
889,118
890,138
891,114
892,149
893,150
894,130
895,122
896,105
897,139
898,130
899,148
900,105
901,109
902,136
903,147
904,105
905,140
906,113
907,132
908,103
909,136
910,120
911,150
912,150
913,147
914,109
915,132
916,119
917,114
918,101
919,107
920,150
921,131
922,123
923,150
924,127
925,103
926,104
927,123
928,107
929,119
930,135
931,108
932,115
933,109
934,127
935,117
936,119
937,111
938,103
939,113
940,138
941,120
942,133
943,137
944,123
945,109
946,120
947,150
948,127
949,123
950,150
951,124
952,140
953,100
954,145
955,138
956,149
957,128
958,106
959,120
960,130
961,121
962,120
963,121
964,100
965,142
966,119
967,119
968,144
969,132
970,142
971,144
972,125
973,144
974,100
975,130
976,110
977,141
978,124
979,135
980,134
981,150
982,148
983,107
984,119
985,115
986,135
987,130
988,148
989,143
990,141
991,108
992,104
993,123
994,123
995,120
996,109
997,114
998,110
999,101
1000,145
1001,145
1002,141
1003,112
1004,110
1005,144
1006,139
1007,145
1008,110
1009,147
1010,140
1011,143
1012,139
1013,115
1014,102
1015,132
1016,135
1017,136
1018,104
1019,102
1020,143
1021,143
1022,113
1023,111
1024,103
1025,133
1026,100
1027,104
1028,137
1029,129
1030,140
1031,112
1032,114
1033,123
1034,139
1035,119
1036,148
1037,132
1038,140
1039,110
1040,141
1041,129
1042,149
1043,115
1044,102
1045,118
1046,116
1047,132
1048,125
1049,124
1050,141
1051,128
1052,127
1053,128
1054,125
1055,127
1056,122
1057,133
1058,109
1059,101
1060,101
1061,101
1062,104
1063,120
1064,129
1065,105
1066,149
1067,115
1068,110
1069,150
1070,136
1071,107
1072,136
1073,130
1074,136
1075,114
1076,117
1077,150
1078,135
1079,117
1080,143
1081,145
1082,125
1083,126
1084,132
1085,129
1086,108
1087,119
1088,144
1089,139
1090,128
1091,104
1092,150
1093,105
1094,114
1095,119
1096,109
1097,149
1098,136
1099,103
1100,113
1101,116
1102,138
1103,140
1104,112
1105,121
1106,145
